"","names","interval","lower","upper","NA","NA"
"X50..188","SRS_Pond_Wet.M.sal1","50%",1.04585908059898,1.45118940442623,NA,NA
"X99..189","SRS_Pond_Wet.M.sia1","99%",1.56889803461555,4.27245010430069,NA,NA
"X95..189","SRS_Pond_Wet.M.sia1","95%",1.75973070248045,3.73979952698267,NA,NA
"X50..189","SRS_Pond_Wet.M.sia1","50%",2.22787382685061,2.87302530016716,NA,NA
"X99..190","SRS_Pond_Wet.N.pet1","99%",0.18978488747648,2.72824386731235,NA,NA
"X95..190","SRS_Pond_Wet.N.pet1","95%",0.251253557408642,1.80427371996173,NA,NA
"X50..190","SRS_Pond_Wet.N.pet1","50%",0.434285311604246,0.853017056475636,NA,NA
"X99..191","SRS_Pond_Wet.N.vir1","99%",0.2421737975447,5.21110101295019,NA,NA
"X95..191","SRS_Pond_Wet.N.vir1","95%",0.332583192603122,3.18223120324114,NA,NA
"X50..191","SRS_Pond_Wet.N.vir1","50%",0.606760777503069,1.31399188979771,NA,NA
"X99..192","SRS_Pond_Wet.O.aur1","99%",1.34521943214169,17.4711938071585,NA,NA
"X95..192","SRS_Pond_Wet.O.aur1","95%",1.88503158677222,11.8495325994526,NA,NA
"X50..192","SRS_Pond_Wet.O.aur1","50%",3.36978177976261,6.11671581831396,NA,NA
"X99..193","SRS_Pond_Wet.P.lat1","99%",1.36152338062847,15.122651899703,NA,NA
"X95..193","SRS_Pond_Wet.P.lat1","95%",1.73224786897916,10.3723872400853,NA,NA
"X50..193","SRS_Pond_Wet.P.lat1","50%",2.86901098262492,5.27747768280674,NA,NA
"X99..194","SRS_Pond_Wet.P.lat2","99%",0.431895084607242,2.50937608778592,NA,NA
"X95..194","SRS_Pond_Wet.P.lat2","95%",0.516712802437224,1.95660137869021,NA,NA
"X50..194","SRS_Pond_Wet.P.lat2","50%",0.769323800601857,1.20819544898208,NA,NA
"X99..195","SRS_Pond_Wet.PACLON","99%",0.124423171504857,5.52514612324637,NA,NA
"X95..195","SRS_Pond_Wet.PACLON","95%",0.192853121577225,3.03226531512077,NA,NA
"X50..195","SRS_Pond_Wet.PACLON","50%",0.406878248520803,1.00756088627866,NA,NA
"X99..196","SRS_Pond_Wet.PALPAL","99%",0.0824812211500763,3.48408890895615,NA,NA
"X95..196","SRS_Pond_Wet.PALPAL","95%",0.119987803781843,1.89212267842663,NA,NA
"X50..196","SRS_Pond_Wet.PALPAL","50%",0.256426861470295,0.632260837449216,NA,NA
"X99..197","SRS_Pond_Wet.PELFEM","99%",1.45953157980551,22.6193748431457,NA,NA
"X95..197","SRS_Pond_Wet.PELFEM","95%",1.99427291605056,14.719023352241,NA,NA
"X50..197","SRS_Pond_Wet.PELFEM","50%",3.55997996776935,6.90010245994378,NA,NA
"X99..198","SRS_Pond_Wet.PROALL","99%",0.351904373394667,1.30104352212724,NA,NA
"X95..198","SRS_Pond_Wet.PROALL","95%",0.404311609483058,1.09019614307578,NA,NA
"X50..198","SRS_Pond_Wet.PROALL","50%",0.546181328024113,0.764058267928129,NA,NA
"X99..199","SRS_Pond_Wet.PROFAL","99%",0.417681508041825,9.47110751867315,NA,NA
"X95..199","SRS_Pond_Wet.PROFAL","95%",0.580025136500308,5.68536784715102,NA,NA
"X50..199","SRS_Pond_Wet.PROFAL","50%",1.10232312584928,2.34937780082308,NA,NA
"X99..200","SRS_Pond_Wet.PROSPP","99%",0.00485581790880284,0.222824240883845,NA,NA
"X95..200","SRS_Pond_Wet.PROSPP","95%",0.00717588727860795,0.113043956350176,NA,NA
"X50..200","SRS_Pond_Wet.PROSPP","50%",0.0149380373757628,0.0369027981921246,NA,NA
"X99..201","SRS_Pond_Wet.T.mar1","99%",0.161541689516192,2.34109018983531,NA,NA
"X95..201","SRS_Pond_Wet.T.mar1","95%",0.207045455541572,1.53220130307688,NA,NA
"X50..201","SRS_Pond_Wet.T.mar1","50%",0.365997310658725,0.710483776662344,NA,NA
"X99..202","SRS_Sawgrass_Wet.L.goo2","99%",0.781911051927419,21.4729299280519,NA,NA
"X95..202","SRS_Sawgrass_Wet.L.goo2","95%",1.23371264600998,13.3396581098545,NA,NA
"X50..202","SRS_Sawgrass_Wet.L.goo2","50%",2.56902989695242,5.49784526836475,NA,NA
"X99..203","TSL_Marsh_Dry.BLUE MITE","99%",4.75175502281028,28.5389136512005,NA,NA
"X95..203","TSL_Marsh_Dry.BLUE MITE","95%",5.85917854338815,22.1831930093271,NA,NA
"X50..203","TSL_Marsh_Dry.BLUE MITE","50%",8.69273803540829,13.6547192833847,NA,NA
"X99..204","TSL_Marsh_Dry.CELSPP","99%",0.256232938204631,2.74467980074249,NA,NA
"X95..204","TSL_Marsh_Dry.CELSPP","95%",0.32670243138265,1.92323225968815,NA,NA
"X50..204","TSL_Marsh_Dry.CELSPP","50%",0.537261270257696,0.976397936459776,NA,NA
"X99..205","TSL_Marsh_Dry.CHIRON","99%",0.23303301890859,2.22337828464449,NA,NA
"X95..205","TSL_Marsh_Dry.CHIRON","95%",0.307729059667654,1.6064228586032,NA,NA
"X50..205","TSL_Marsh_Dry.CHIRON","50%",0.494233320060745,0.860513408537843,NA,NA
"X99..206","TSL_Marsh_Dry.COENAG","99%",0.729208171877502,10.8494780068457,NA,NA
"X95..206","TSL_Marsh_Dry.COENAG","95%",0.971529282349706,7.09986047021706,NA,NA
"X50..206","TSL_Marsh_Dry.COENAG","50%",1.68152666047173,3.29948737638901,NA,NA
"X99..207","TSL_Marsh_Dry.COPEPOD","99%",1.17517382076325,9.03791816013073,NA,NA
"X95..207","TSL_Marsh_Dry.COPEPOD","95%",1.46669770388299,6.66348453949326,NA,NA
"X50..207","TSL_Marsh_Dry.COPEPOD","50%",2.3012140711136,3.81804138004345,NA,NA
"X99..208","TSL_Marsh_Dry.CORIXI","99%",0.197817037189836,4.31146563463307,NA,NA
"X95..208","TSL_Marsh_Dry.CORIXI","95%",0.272389526045378,2.62974416510856,NA,NA
"X50..208","TSL_Marsh_Dry.CORIXI","50%",0.511390948725262,1.08088076043036,NA,NA
"X99..209","TSL_Marsh_Dry.E.glo1","99%",0.774782784057718,4.72320275977847,NA,NA
"X95..209","TSL_Marsh_Dry.E.glo1","95%",0.953893887792166,3.60348892138285,NA,NA
"X50..209","TSL_Marsh_Dry.E.glo1","50%",1.41739368232096,2.22732915196526,NA,NA
"X99..210","TSL_Marsh_Dry.EPHEME","99%",0.455086449823995,10.1585414124757,NA,NA
"X95..210","TSL_Marsh_Dry.EPHEME","95%",0.633675156122286,6.2634692326314,NA,NA
"X50..210","TSL_Marsh_Dry.EPHEME","50%",1.17700682932733,2.54579405269706,NA,NA
"X99..211","TSL_Marsh_Dry.ERYSIM","99%",0.609090450960905,41.8464917164697,NA,NA
"X95..211","TSL_Marsh_Dry.ERYSIM","95%",1.25497151813079,22.0132313901191,NA,NA
"X50..211","TSL_Marsh_Dry.ERYSIM","50%",3.04379676634714,7.46386984009448,NA,NA
"X99..212","TSL_Marsh_Dry.F.chr1","99%",0.704496120373452,10.4651672144065,NA,NA
"X95..212","TSL_Marsh_Dry.F.chr1","95%",0.92820700117708,6.78425655843739,NA,NA
"X50..212","TSL_Marsh_Dry.F.chr1","50%",1.64069716402312,3.16268652024145,NA,NA
"X99..213","TSL_Marsh_Dry.FLOC","99%",1.46392942173723,15.8704682480786,NA,NA
"X95..213","TSL_Marsh_Dry.FLOC","95%",1.92159018504868,11.3684354041481,NA,NA
"X50..213","TSL_Marsh_Dry.FLOC","50%",3.19163110114633,5.79861150801446,NA,NA
"X99..214","TSL_Marsh_Dry.G.hol2","99%",0.0160766702900839,0.975747670376607,NA,NA
"X95..214","TSL_Marsh_Dry.G.hol2","95%",0.0305299455100103,0.527082871566454,NA,NA
"X50..214","TSL_Marsh_Dry.G.hol2","50%",0.0721995359939053,0.177565112697099,NA,NA
"X99..215","TSL_Marsh_Dry.GERRID","99%",0.74717449010753,16.7895946658164,NA,NA
"X95..215","TSL_Marsh_Dry.GERRID","95%",1.03637621883152,10.0414045676172,NA,NA
"X50..215","TSL_Marsh_Dry.GERRID","50%",1.92313722728108,4.12132141761955,NA,NA
"X99..216","TSL_Marsh_Dry.H.for1","99%",1.41575569418401,6.58618468945294,NA,NA
"X95..216","TSL_Marsh_Dry.H.for1","95%",1.68128640433635,5.30562445559914,NA,NA
"X50..216","TSL_Marsh_Dry.H.for1","50%",2.36833827839089,3.49245184074411,NA,NA
"X99..217","TSL_Marsh_Dry.H.for2","99%",1.46793374948546,7.92898369043444,NA,NA
"X95..217","TSL_Marsh_Dry.H.for2","95%",1.75815649967131,6.20165262141435,NA,NA
"X50..217","TSL_Marsh_Dry.H.for2","50%",2.57072393958518,3.91345371847016,NA,NA
"X99..218","TSL_Marsh_Dry.L.goo1","99%",0.754766662969068,2.27618605181459,NA,NA
"X95..218","TSL_Marsh_Dry.L.goo1","95%",0.85503171259704,1.97131628271555,NA,NA
"X50..218","TSL_Marsh_Dry.L.goo1","50%",1.1161422780143,1.4808804528974,NA,NA
"X99..219","TSL_Marsh_Dry.L.goo2","99%",1.20309595263275,3.36950595475203,NA,NA
"X95..219","TSL_Marsh_Dry.L.goo2","95%",1.35790696031383,2.9338423411836,NA,NA
"X50..219","TSL_Marsh_Dry.L.goo2","50%",1.72443175851435,2.24692801336549,NA,NA
"X99..220","TSL_Marsh_Dry.PACLON","99%",0.774673568415558,8.65434366771601,8.95297295731218,9.16762551885679
"X95..220","TSL_Marsh_Dry.PACLON","95%",1.00835759287699,5.96091715725476,NA,NA
"X50..220","TSL_Marsh_Dry.PACLON","50%",1.66838334368693,3.0354991643163,NA,NA
"X99..221","TSL_Marsh_Dry.PALPAL","99%",1.87101390426997,8.60682458511934,NA,NA
"X95..221","TSL_Marsh_Dry.PALPAL","95%",2.18339028972917,6.8778569297522,NA,NA
"X50..221","TSL_Marsh_Dry.PALPAL","50%",3.09452275390427,4.55320477635668,NA,NA
"X99..222","TSL_Marsh_Dry.PELFEM","99%",2.54408826281023,9.56548101525571,NA,NA
"X95..222","TSL_Marsh_Dry.PELFEM","95%",2.93169413159182,7.9473471710698,NA,NA
"X50..222","TSL_Marsh_Dry.PELFEM","50%",3.97500639894568,5.57474724257586,NA,NA
"X99..223","TSL_Marsh_Wet.BELSPP","99%",0.159073205741287,1.71977573324147,NA,NA
"X95..223","TSL_Marsh_Wet.BELSPP","95%",0.202005242744658,1.18380133536662,NA,NA
"X50..223","TSL_Marsh_Wet.BELSPP","50%",0.33446093016747,0.607769347873633,NA,NA
"X99..224","TSL_Marsh_Wet.BLUE MITE","99%",2.47086509442531,19.5882314477725,NA,NA
"X95..224","TSL_Marsh_Wet.BLUE MITE","95%",3.10774996863536,14.2151376392441,NA,NA
"X50..224","TSL_Marsh_Wet.BLUE MITE","50%",4.85668025667995,8.11219003179448,NA,NA
"X99..225","TSL_Marsh_Wet.BRAGRA","99%",0.419020388781479,6.52965937617737,NA,NA
"X95..225","TSL_Marsh_Wet.BRAGRA","95%",0.558849719279058,4.13688286270767,NA,NA
"X50..225","TSL_Marsh_Wet.BRAGRA","50%",0.991045266123986,1.91865514059696,NA,NA
"X99..226","TSL_Marsh_Wet.C.bim1","99%",2.26523871172621,14.8470317590158,NA,NA
"X95..226","TSL_Marsh_Wet.C.bim1","95%",2.73049861556081,11.3214311110804,NA,NA
"X50..226","TSL_Marsh_Wet.C.bim1","50%",4.18777956308926,6.74023202829417,NA,NA
"X99..227","TSL_Marsh_Wet.C.man1","99%",0.0614216753455914,2.8526841005517,NA,NA
"X95..227","TSL_Marsh_Wet.C.man1","95%",0.0978438626148996,1.53906661789292,NA,NA
"X50..227","TSL_Marsh_Wet.C.man1","50%",0.205958414396423,0.506462171431099,NA,NA
"X99..228","TSL_Marsh_Wet.C.uro1","99%",1.48559920301314,7.58894526774248,NA,NA
"X95..228","TSL_Marsh_Wet.C.uro1","95%",1.7853967854444,5.98762664509683,NA,NA
"X50..228","TSL_Marsh_Wet.C.uro1","50%",2.57932290001778,3.87034133937757,NA,NA
"X99..229","TSL_Marsh_Wet.CELSPP","99%",0.023650067359793,0.252241956072177,NA,NA
"X95..229","TSL_Marsh_Wet.CELSPP","95%",0.0296418277140565,0.172807064121662,NA,NA
"X50..229","TSL_Marsh_Wet.CELSPP","50%",0.0468831878023146,0.0861567934505392,NA,NA
"X99..230","TSL_Marsh_Wet.CHIRON","99%",1.18842389944604,28.4213831160021,NA,NA
"X95..230","TSL_Marsh_Wet.CHIRON","95%",1.73160710542384,18.1170735761654,NA,NA
"X50..230","TSL_Marsh_Wet.CHIRON","50%",3.54109747006303,7.57499452087761,NA,NA
"X99..231","TSL_Marsh_Wet.COENAG","99%",0.0994257563818125,2.128211647576,NA,NA
"X95..231","TSL_Marsh_Wet.COENAG","95%",0.134234632335672,1.2914332022887,NA,NA
"X50..231","TSL_Marsh_Wet.COENAG","50%",0.247545723055175,0.533659416428221,NA,NA
"X99..232","TSL_Marsh_Wet.COLEOA","99%",2.36706993453107,54.8074603140483,NA,NA
"X95..232","TSL_Marsh_Wet.COLEOA","95%",3.39949787435499,33.5119470999354,NA,NA
"X50..232","TSL_Marsh_Wet.COLEOA","50%",6.50856232402123,13.8581686733104,NA,NA
"X99..233","TSL_Marsh_Wet.COPEPOD","99%",4.0057722753669,62.3582488180591,NA,NA
"X95..233","TSL_Marsh_Wet.COPEPOD","95%",5.47817857989341,40.947036979836,NA,NA
"X50..233","TSL_Marsh_Wet.COPEPOD","50%",9.86444469802448,19.1827000016305,NA,NA
"X99..234","TSL_Marsh_Wet.CORIXI","99%",0.47402727532976,24.8646507099606,26.5427297905691,27.2879413744213
"X95..234","TSL_Marsh_Wet.CORIXI","95%",0.856554865282767,14.0600908785556,NA,NA
"X50..234","TSL_Marsh_Wet.CORIXI","50%",1.92933518357887,4.71602076974315,NA,NA
"X99..235","TSL_Marsh_Wet.E.glo1","99%",1.03719785290334,9.59897634696702,NA,NA
"X95..235","TSL_Marsh_Wet.E.glo1","95%",1.33969259083676,6.86746954999042,NA,NA
"X50..235","TSL_Marsh_Wet.E.glo1","50%",2.16056375674273,3.74860214846535,NA,NA
"X99..236","TSL_Marsh_Wet.EPHEME","99%",0.477873767023331,11.1201939826289,NA,NA
"X95..236","TSL_Marsh_Wet.EPHEME","95%",0.652177436754919,6.70001232015477,NA,NA
"X50..236","TSL_Marsh_Wet.EPHEME","50%",1.27073584796128,2.73821756830729,NA,NA
"X99..237","TSL_Marsh_Wet.ERYSIM","99%",1.61074464353064,19.2201661429913,NA,NA
"X95..237","TSL_Marsh_Wet.ERYSIM","95%",2.18565954168921,13.1331162648639,NA,NA
"X50..237","TSL_Marsh_Wet.ERYSIM","50%",3.67703316978808,6.6531671628702,NA,NA
"X99..238","TSL_Marsh_Wet.F.chr1","99%",0.775469482408926,3.30334808721868,NA,NA
"X95..238","TSL_Marsh_Wet.F.chr1","95%",0.896509627720072,2.68461338626026,NA,NA
"X50..238","TSL_Marsh_Wet.F.chr1","50%",1.24984686358079,1.81220547192543,NA,NA
"X99..239","TSL_Marsh_Wet.FLOC","99%",1.98851663946742,32.267463532342,NA,NA
"X95..239","TSL_Marsh_Wet.FLOC","95%",2.80507727698431,21.2380130966738,NA,NA
"X50..239","TSL_Marsh_Wet.FLOC","50%",5.05896298318706,9.85573107599805,NA,NA
"X99..240","TSL_Marsh_Wet.G.hol1","99%",2.03275061494616,6.13154898113021,NA,NA
"X95..240","TSL_Marsh_Wet.G.hol1","95%",2.30385441834137,5.27553930582989,NA,NA
"X50..240","TSL_Marsh_Wet.G.hol1","50%",2.97621668930727,3.93417015568216,NA,NA
"X99..241","TSL_Marsh_Wet.G.hol2","99%",1.62855874152073,4.73917064488776,NA,NA
"X95..241","TSL_Marsh_Wet.G.hol2","95%",1.82479567741104,4.08292279234324,NA,NA
"X50..241","TSL_Marsh_Wet.G.hol2","50%",2.35466132240451,3.09914156144923,NA,NA
"X99..242","TSL_Marsh_Wet.GERRID","99%",0.047535908876974,1.00333173972383,NA,NA
"X95..242","TSL_Marsh_Wet.GERRID","95%",0.0636612319708409,0.63083535488384,NA,NA
"X50..242","TSL_Marsh_Wet.GERRID","50%",0.119035394277693,0.255094158557852,NA,NA
"X99..243","TSL_Marsh_Wet.H.for1","99%",1.69137700820964,7.43077338791226,NA,NA
"X95..243","TSL_Marsh_Wet.H.for1","95%",1.96984201697515,6.00577691098798,NA,NA
"X50..243","TSL_Marsh_Wet.H.for1","50%",2.75802376607386,4.01840158196853,NA,NA
"X99..244","TSL_Marsh_Wet.H.for2","99%",0.680717048288613,6.14935173826987,NA,NA
"X95..244","TSL_Marsh_Wet.H.for2","95%",0.858049333049343,4.39678883475772,NA,NA
"X50..244","TSL_Marsh_Wet.H.for2","50%",1.3701712996709,2.37726653892668,NA,NA
"X99..245","TSL_Marsh_Wet.L.goo1","99%",3.24701932669206,10.0791454612122,NA,NA
"X95..245","TSL_Marsh_Wet.L.goo1","95%",3.76718179197856,8.69052179993487,NA,NA
"X50..245","TSL_Marsh_Wet.L.goo1","50%",4.98279153220559,6.58823894166515,NA,NA
"X99..246","TSL_Marsh_Wet.L.goo2","99%",2.13247457835297,5.63337755640643,NA,NA
"X95..246","TSL_Marsh_Wet.L.goo2","95%",2.40025973573285,4.92065423967396,NA,NA
"X50..246","TSL_Marsh_Wet.L.goo2","50%",3.00526379123649,3.84820747783992,NA,NA
"X99..247","TSL_Marsh_Wet.L.mar1","99%",0.253445047517964,6.54810133637212,NA,NA
"X95..247","TSL_Marsh_Wet.L.mar1","95%",0.38517498114455,3.92118268483237,NA,NA
"X50..247","TSL_Marsh_Wet.L.mar1","50%",0.756309931643501,1.61435066532142,NA,NA
"X99..248","TSL_Marsh_Wet.N.pet1","99%",0.649225283464418,9.45757688670476,NA,NA
"X95..248","TSL_Marsh_Wet.N.pet1","95%",0.869115367891088,6.18158893552633,NA,NA
"X50..248","TSL_Marsh_Wet.N.pet1","50%",1.48996634311627,2.8923642938126,NA,NA
"X99..249","TSL_Marsh_Wet.PALPAL","99%",0.276725294920871,2.52182007237025,NA,NA
"X95..249","TSL_Marsh_Wet.PALPAL","95%",0.345505674985526,1.79844415588978,NA,NA
"X50..249","TSL_Marsh_Wet.PALPAL","50%",0.559125350821217,0.971992485399081,NA,NA
"X99..250","TSL_Marsh_Wet.PELFEM","99%",5.31831506349748,61.6571583837045,NA,NA
"X95..250","TSL_Marsh_Wet.PELFEM","95%",7.14480011224987,42.1040243986624,NA,NA
"X50..250","TSL_Marsh_Wet.PELFEM","50%",11.9537610609802,21.6409963392552,NA,NA
"X99..251","TSL_Marsh_Wet.PLASCA","99%",0.307951896118936,4.45578331290571,NA,NA
"X95..251","TSL_Marsh_Wet.PLASCA","95%",0.406232423785085,3.02274069180225,NA,NA
"X50..251","TSL_Marsh_Wet.PLASCA","50%",0.71964793515157,1.40260922554872,NA,NA
"X99..252","TSL_Marsh_Wet.UTRFOL","99%",1.84720529826971,144.856471187847,NA,NA
"X95..252","TSL_Marsh_Wet.UTRFOL","95%",4.02814925054316,77.7923033749821,NA,NA
"X50..252","TSL_Marsh_Wet.UTRFOL","50%",10.6595010096197,26.0978108443741,NA,NA
"X99..253","TSL_NP_Dry.AMPHIPOD","99%",1.28435390781836,10.0966059776637,NA,NA
"X95..253","TSL_NP_Dry.AMPHIPOD","95%",1.65069741310825,7.51007653222617,NA,NA
"X50..253","TSL_NP_Dry.AMPHIPOD","50%",2.57350572979734,4.2882337848212,NA,NA
"X99..254","TSL_NP_Dry.BLUE MITE","99%",8.43767739530216,59.6929571982618,NA,NA
"X95..254","TSL_NP_Dry.BLUE MITE","95%",10.786026151789,45.5044280047873,NA,NA
"X50..254","TSL_NP_Dry.BLUE MITE","50%",16.919757277702,27.2127525288019,NA,NA
"X99..255","TSL_NP_Dry.CLADOCERA","99%",1.47575410561511,35.5587262731314,NA,NA
"X95..255","TSL_NP_Dry.CLADOCERA","95%",2.25204163799958,22.4041500714679,NA,NA
"X50..255","TSL_NP_Dry.CLADOCERA","50%",4.32703398061543,9.26858125407627,NA,NA
"X99..256","TSL_NP_Dry.COPEPOD","99%",0.155468300254276,7.66169254889641,NA,NA
"X95..256","TSL_NP_Dry.COPEPOD","95%",0.246145165697113,3.8867787336644,NA,NA
"X50..256","TSL_NP_Dry.COPEPOD","50%",0.528043610594019,1.31377469966585,NA,NA
"X99..257","TSL_NP_Wet.BLUE MITE","99%",1.79376727468226,8.74875036707241,NA,NA
"X95..257","TSL_NP_Wet.BLUE MITE","95%",2.11041543693729,7.02224072937966,NA,NA
"X50..257","TSL_NP_Wet.BLUE MITE","50%",3.02231586374793,4.51393892811285,NA,NA
"X99..258","TSL_NP_Wet.BRAGRA","99%",0.297934079727158,6.83730260151784,NA,NA
"X95..258","TSL_NP_Wet.BRAGRA","95%",0.423732083127883,4.22874967814273,NA,NA
"X50..258","TSL_NP_Wet.BRAGRA","50%",0.811745739289544,1.73569119062675,NA,NA
"X99..259","TSL_NP_Wet.C.bim1","99%",2.10407573659824,11.4792442564271,NA,NA
"X95..259","TSL_NP_Wet.C.bim1","95%",2.54352157724179,8.88889579078242,NA,NA
"X50..259","TSL_NP_Wet.C.bim1","50%",3.68650693254125,5.62676156331441,NA,NA
"X99..260","TSL_NP_Wet.C.man1","99%",0.989687529257304,27.3260277599869,NA,NA
"X95..260","TSL_NP_Wet.C.man1","95%",1.58197432858259,16.5912732853973,NA,NA
"X50..260","TSL_NP_Wet.C.man1","50%",3.22827649022134,6.90156406117504,NA,NA
"X99..261","TSL_NP_Wet.C.uro1","99%",0.527944562971301,6.03361879870976,NA,NA
"X95..261","TSL_NP_Wet.C.uro1","95%",0.695849434519989,4.18161237256304,NA,NA
"X50..261","TSL_NP_Wet.C.uro1","50%",1.17050512852219,2.12332662719734,NA,NA
"X99..262","TSL_NP_Wet.CELSPP","99%",0.076003312696368,1.7400022231719,1.95086003497679,1.9716566012065
"X95..262","TSL_NP_Wet.CELSPP","95%",0.107570622081022,1.06825406779165,NA,NA
"X50..262","TSL_NP_Wet.CELSPP","50%",0.204875423119949,0.438052916129105,NA,NA
"X99..263","TSL_NP_Wet.CHIRON","99%",0.00115560510387348,0.0229420663387734,NA,NA
"X95..263","TSL_NP_Wet.CHIRON","95%",0.00145564962446372,0.0140847440887241,NA,NA
"X50..263","TSL_NP_Wet.CHIRON","50%",0.00266724965994791,0.00564238869012564,NA,NA
"X99..264","TSL_NP_Wet.CLADOCERA","99%",1.00851241153515,14.8754478881787,NA,NA
"X95..264","TSL_NP_Wet.CLADOCERA","95%",1.3406580568764,9.82837274405222,NA,NA
"X50..264","TSL_NP_Wet.CLADOCERA","50%",2.37480825411903,4.60090623582456,NA,NA
"X99..265","TSL_NP_Wet.COENAG","99%",0.0671758364622806,2.92846309520372,NA,NA
"X95..265","TSL_NP_Wet.COENAG","95%",0.10376721776551,1.61113641220568,NA,NA
"X50..265","TSL_NP_Wet.COENAG","50%",0.219194196444497,0.53923783942128,NA,NA
"X99..266","TSL_NP_Wet.COLEOA","99%",0.0436972786794193,0.473194223461197,NA,NA
"X95..266","TSL_NP_Wet.COLEOA","95%",0.0552783887119057,0.325545210578892,NA,NA
"X50..266","TSL_NP_Wet.COLEOA","50%",0.0918507253915024,0.167215163258068,NA,NA
"X99..267","TSL_NP_Wet.COPEPOD","99%",0.452157750537437,2.67857365831432,NA,NA
"X95..267","TSL_NP_Wet.COPEPOD","95%",0.545999634246921,2.0734189742558,NA,NA
"X50..267","TSL_NP_Wet.COPEPOD","50%",0.818710137531383,1.28156688180286,NA,NA
"X99..268","TSL_NP_Wet.CORING","99%",0.378533374163007,18.5263302819937,NA,NA
"X95..268","TSL_NP_Wet.CORING","95%",0.64183005976948,10.2125700049044,NA,NA
"X50..268","TSL_NP_Wet.CORING","50%",1.4215060366093,3.51423376746782,NA,NA
"X99..269","TSL_NP_Wet.E.eve1","99%",0.111933367465682,2.54525323963704,NA,NA
"X95..269","TSL_NP_Wet.E.eve1","95%",0.161708045863674,1.58250700578424,NA,NA
"X50..269","TSL_NP_Wet.E.eve1","50%",0.307149773604681,0.659907475557589,NA,NA
"X99..270","TSL_NP_Wet.E.glo1","99%",0.556013715957869,11.9050294993875,NA,NA
"X95..270","TSL_NP_Wet.E.glo1","95%",0.756940259769095,7.3792434363779,NA,NA
"X50..270","TSL_NP_Wet.E.glo1","50%",1.40761373883341,3.02670970697625,NA,NA
"X99..271","TSL_NP_Wet.ERYSIM","99%",1.12911457762496,14.0931373948308,NA,NA
"X95..271","TSL_NP_Wet.ERYSIM","95%",1.56072889987448,9.66710291283468,NA,NA
"X50..271","TSL_NP_Wet.ERYSIM","50%",2.72582402222414,4.9301940230835,NA,NA
"X99..272","TSL_NP_Wet.F.chr1","99%",0.0595717079192934,2.77408591886448,NA,NA
"X95..272","TSL_NP_Wet.F.chr1","95%",0.0924440023567182,1.48007443214037,NA,NA
"X50..272","TSL_NP_Wet.F.chr1","50%",0.201534768961456,0.498771211072166,NA,NA
"X99..273","TSL_NP_Wet.FLOC","99%",0.528388362065255,4.73773158076069,NA,NA
"X95..273","TSL_NP_Wet.FLOC","95%",0.67131654815328,3.40533974871481,NA,NA
"X50..273","TSL_NP_Wet.FLOC","50%",1.08191108948058,1.87098342739495,NA,NA
"X99..274","TSL_NP_Wet.G.hol1","99%",0.267747937401903,2.51296802902878,NA,NA
"X95..274","TSL_NP_Wet.G.hol1","95%",0.343643732177268,1.80871782722632,NA,NA
"X50..274","TSL_NP_Wet.G.hol1","50%",0.560254605188094,0.97113974255145,NA,NA
"X99..275","TSL_NP_Wet.G.hol2","99%",0.531167618383429,3.98459812411347,NA,NA
"X95..275","TSL_NP_Wet.G.hol2","95%",0.646586508248255,2.94997490963751,NA,NA
"X50..275","TSL_NP_Wet.G.hol2","50%",1.0044026839024,1.67423565453135,NA,NA
"X99..276","TSL_NP_Wet.GERRID","99%",0.148032845391979,3.10911598126283,NA,NA
"X95..276","TSL_NP_Wet.GERRID","95%",0.201775039346774,1.90952488830094,NA,NA
"X50..276","TSL_NP_Wet.GERRID","50%",0.374488464520904,0.790650551751994,NA,NA
"X99..277","TSL_NP_Wet.H.for1","99%",0.728303890540128,3.61399863613752,NA,NA
"X95..277","TSL_NP_Wet.H.for1","95%",0.857781985639468,2.85372846264563,NA,NA
"X50..277","TSL_NP_Wet.H.for1","50%",1.23112809959276,1.84927715406285,NA,NA
"X99..278","TSL_NP_Wet.H.for2","99%",0.880537003510778,7.77625168350452,NA,NA
"X95..278","TSL_NP_Wet.H.for2","95%",1.10328118977303,5.56818242593973,NA,NA
"X50..278","TSL_NP_Wet.H.for2","50%",1.75613313219569,3.04866750006779,NA,NA
"X99..279","TSL_NP_Wet.L.goo1","99%",0.94623156258235,6.24753841359046,NA,NA
"X95..279","TSL_NP_Wet.L.goo1","95%",1.16680871132231,4.76228766810936,NA,NA
"X50..279","TSL_NP_Wet.L.goo1","50%",1.76885698528511,2.83950490495155,NA,NA
"X99..280","TSL_NP_Wet.L.goo2","99%",0.833046821582652,8.86476967138404,NA,NA
"X95..280","TSL_NP_Wet.L.goo2","95%",1.05233201268991,6.18014447639181,NA,NA
"X50..280","TSL_NP_Wet.L.goo2","50%",1.74601814727115,3.16428793099331,NA,NA
"X99..281","TSL_NP_Wet.L.mar1","99%",1.00297384148375,15.9360896542642,NA,NA
"X95..281","TSL_NP_Wet.L.mar1","95%",1.3768711056438,10.2157772010984,NA,NA
"X50..281","TSL_NP_Wet.L.mar1","50%",2.47760395581043,4.80725755660936,NA,NA
"X99..282","TSL_NP_Wet.PACLON","99%",0.176074027749835,1.60802781016802,NA,NA
"X95..282","TSL_NP_Wet.PACLON","95%",0.221718750978419,1.14618068488434,NA,NA
