"","Slough","Season","Habitat","size_class","Amphipoda_mean","Amphipoda_sd","Araneae_mean","Araneae_sd","Argulus_mean","Argulus_sd","Belo.Naucor_mean","Belo.Naucor_sd","Centrarchid_mean","Centrarchid_sd","Chironomid_mean","Chironomid_sd","Cladocera_mean","Cladocera_sd","Coleoptera_mean","Coleoptera_sd","Collembola_mean","Collembola_sd","Copepoda_mean","Copepoda_sd","Cyprinodontid_mean","Cyprinodontid_sd","Detritus_mean","Detritus_sd","Diptera_mean","Diptera_sd","Empty_mean","Empty_sd","Ephemeroptera_mean","Ephemeroptera_sd","Green.Algae_mean","Green.Algae_sd","Hemiptera_mean","Hemiptera_sd","Hydrachnidia_mean","Hydrachnidia_sd","Hymenoptera_mean","Hymenoptera_sd","Misc_mean","Misc_sd","Misc.Fish_mean","Misc.Fish_sd","Misc.Invert_mean","Misc.Invert_sd","Mollusca_mean","Mollusca_sd","Odonata_mean","Odonata_sd","Oligochaeta_mean","Oligochaeta_sd","Ostracoda_mean","Ostracoda_sd","Palaemonetes_mean","Palaemonetes_sd","Periphyton_mean","Periphyton_sd","Procambarus_mean","Procambarus_sd","Trichoptera_mean","Trichoptera_sd","Vasc.Plant_mean","Vasc.Plant_sd","X_mean","X_sd","Species_mean","Species_sd","Year_mean","Year_sd","Site_mean","Site_sd"
"109","SRS","Wet","NP","E.eve1",0.324561403508772,0.424822708883489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0.229415733870562,0.0526315789473684,0.229415733870562,0,0,0.0131578947368421,0.0573539334676404,0,0,0,0,0,0,0.18859649122807,0.372514505127269,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0.229415733870562,0.0175438596491228,0.0764719112901873,0.0526315789473684,0.229415733870562,0,0,0.192982456140351,0.35251809293702,0,0,0.0526315789473684,0.229415733870562,0,0,0,0,0,0,144,11.6045967903528,NA,NA,2018,0,NA,NA
"110","SRS","Wet","NP","F.chr1",0,NA,0,NA,0,NA,0,NA,0,NA,0.25,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.25,NA,0.25,NA,0.25,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,226,NA,NA,NA,2018,NA,NA,NA
"111","SRS","Wet","NP","G.hol1",0,0,0,0,0,0,0,0,0,0,0.118055555555556,0.136789691691613,0,0,0,0,0,0,0.03125,0.0625,0,0,0.03125,0.0625,0.625,0.478713553878169,0,0,0,0,0,0,0.138888888888889,0.277777777777778,0,0,0.0555555555555556,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.75,79.5041927615561,NA,NA,2018,0,NA,NA
"112","SRS","Wet","NP","G.hol2",0.0952380952380952,0.164957219768465,0.158730158730159,0.167232599251631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.288675134594813,0.365079365079365,0.337838042123695,0,0,0,0,0,0,0,0,0.0476190476190476,0.0824786098842323,0,0,0,0,0,0,0.166666666666667,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.333333333333,92.0887253323301,NA,NA,2018,0,NA,NA
"113","SRS","Wet","NP","H.for1",0,0,0,0,0,0,0,0,0,0,0.15,0.234520787991171,0.0333333333333333,0.0816496580927726,0,0,0,0,0.0833333333333333,0.204124145231932,0,0,0.338888888888889,0.377369059949815,0,0,0,0,0,0,0.0555555555555556,0.136082763487954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.408248290463863,0,0,0.172222222222222,0.211257259353684,0,0,0,0,0,0,659,5.54977477020464,NA,NA,2018,0,NA,NA
"114","SRS","Wet","NP","H.for2",0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0.149071198499986,0,0,0,0,0,0,0,0,0,0,0.633333333333333,0.341565025531987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233333333333333,0.324893144826965,0,0,0.0666666666666667,0.149071198499986,0,0,0,0,0,0,661,1.58113883008419,NA,NA,2018,0,NA,NA
"115","SRS","Wet","NP","L.goo2",0.333333333333333,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.666666666666667,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1048,NA,NA,NA,2018,NA,NA,NA
"116","SRS","Wet","Pond","A.cal2",0,0,0,0,0,0,0.125,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40625,0.449247055267663,0,0,0,0,0,0,0,0,0,0,0.15625,0.3125,0,0,0,0,0,0,0,0,2.75,1.70782512765993,NA,NA,2018,0,NA,NA
"117","SRS","Wet","Pond","A.gry1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291666666666667,0.0589255650988789,0,0,0,0,0,0,0.166666666666667,0.235702260395516,0,0,0,0,0,0,0,0,0,0,0.25,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0.291666666666667,0.0589255650988789,0,0,0,0,0,0,36.5,0.707106781186548,NA,NA,2018,0,NA,NA
"118","SRS","Wet","Pond","A.nat3",0,NA,0,NA,0,NA,0.0714285714285714,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.0714285714285714,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.571428571428571,NA,0.142857142857143,NA,0,NA,0,NA,0.142857142857143,NA,0,NA,0,NA,0,NA,0,NA,8,NA,NA,NA,2018,NA,NA,NA
"119","SRS","Wet","Pond","B.bel1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,NA,NA,2018,0,NA,NA
"120","SRS","Wet","Pond","C.bat1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,66,NA,NA,NA,2018,NA,NA,NA
"121","SRS","Wet","Pond","C.uro1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0816496580927726,0,0,0,0,0,0,0,0,0,0,0.0399385560675883,0.0635655224751019,0,0,0,0,0.0053763440860215,0.0131692996923827,0.0714285714285714,0.174963553055941,0.844546850998464,0.158178450873858,0.0053763440860215,0.0131692996923827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.5,13.6198384718762,NA,NA,2018,0,NA,NA
"122","SRS","Wet","Pond","C.uro2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.235702260395516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.707106781186548,0,0,0,0,0.333333333333333,0.471404520791032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,9.89949493661167,NA,NA,2018,0,NA,NA
"123","SRS","Wet","Pond","E.eve1",0,0,0,0,0,0,0,0,0,0,0.271428571428571,0.386066858261129,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.382970843102535,0,0,0,0,0.385714285714286,0.456174569759471,0,0,0,0,0,0,0,0,0,0,162.857142857143,10.7304639761222,NA,NA,2018,0,NA,NA
"124","SRS","Wet","Pond","E.glo1",0.0989010989010989,0.0858269195154577,0,0,0,0,0.0333333333333333,0.0577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0.0444115591684328,0,0,0,0,0,0,0,0,0,0,0.808791208791209,0.0446105123740317,0,0,0,0,0,0,0.0333333333333333,0.0577350269189626,0,0,0,0,0,0,0,0,194,2.64575131106459,NA,NA,2018,0,NA,NA
"125","SRS","Wet","Pond","E.suc1",0.0666666666666667,0.149071198499986,0,0,0,0,0,0,0,0,0.104891495601173,0.10990258380769,0.549049853372434,0.197141956746431,0,0,0,0,0.058,0.108719823399415,0,0,0.024633431085044,0.0395948730934197,0,0,0,0,0,0,0,0,0,0,0.0696969696969697,0.0955867290641667,0,0,0,0,0,0,0.119061583577713,0.163981808824765,0.008,0.0178885438199983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.4,2.30217288664427,NA,NA,2018,0,NA,NA
"126","SRS","Wet","Pond","E.suc2",0.15,0.212132034355964,0,0,0,0,0,0,0,0,0.291666666666667,0.153206469257085,0.2,0.282842712474619,0,0,0,0,0.1,0.14142135623731,0,0,0.00833333333333333,0.0117851130197758,0,0,0,0,0,0,0,0,0,0,0.0583333333333333,0.058925565098879,0,0,0,0,0,0,0.141666666666667,0.200346921336188,0,0,0,0,0,0,0.05,0.0707106781186548,0,0,0,0,0,0,0,0,0,0,207.5,3.53553390593274,NA,NA,2018,0,NA,NA
"127","SRS","Wet","Pond","F.chr1",0.0380434782608696,0.157369997793524,0,0,0,0,0,0,0,0,0.0615942028985507,0.213522334755907,0.284586917771061,0.381399225628277,0.046583850931677,0.208369293231661,0.0031055900621118,0.0148938867183625,0.133116883116883,0.301290368019759,0,0,0.0869565217391304,0.28810406552003,0.0370553359683794,0.15269836094687,0,0,0,0,0,0,0,0,0.0709040533209331,0.13860198200354,0.0217391304347826,0.104257207028537,0,0,0.016304347826087,0.05721207341002,0.0605285592497869,0.216407241263896,0.0556301967427287,0.114954066621401,0.0388198757763975,0.157861786482745,0.0434782608695652,0.208514414057075,0.0450310559006211,0.169653072592067,0,0,0,0,0,0,0,0,0,0,282.521739130435,28.630672626045,NA,NA,2018,0,NA,NA
"128","SRS","Wet","Pond","F.chr2",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.8,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,271,NA,NA,NA,2018,NA,NA,NA
"129","SRS","Wet","Pond","G.hol1",0,0,0.0522286355619689,0.122327673197465,0,0,0,0,0,0,0.0185185185185185,0.0785674201318386,0.270983645983646,0.349235159160459,0.00396825396825397,0.0168358757425368,0.00925925925925926,0.0392837100659193,0,0,0,0,0.0235690235690236,0.0562667170816678,0.295915504248838,0.377375424972272,0,0,0,0,0,0,0.0557359307359307,0.159711484244868,0.0991863075196408,0.186158391287876,0.00925925925925926,0.0392837100659193,0.0277777777777778,0.117851130197758,0,0,0.0965608465608466,0.250179636971351,0,0,0,0,0,0,0,0,0,0,0.037037037037037,0.122014083023493,0,0,0,0,0,0,474.888888888889,22.3787948182278,NA,NA,2018,0,NA,NA
"130","SRS","Wet","Pond","G.hol2",0,0,0.0277777777777778,0.0734930919740164,0,0,0,0,0,0,0.0277777777777778,0.0887151079037295,0.0969387755102041,0.245142310070271,0.0138888888888889,0.0443575539518648,0,0,0,0,0,0,0.08140589569161,0.147218386855567,0.197543461829176,0.25356315717462,0,0,0,0,0.0198412698412698,0.0640353738220454,0.0375661375661376,0.101863876154102,0.0119047619047619,0.0545544725589981,0.0555555555555556,0.219426862868128,0,0,0,0,0.330139833711262,0.314712124457256,0,0,0,0,0,0,0.0238095238095238,0.109108945117996,0,0,0.0679138321995465,0.117484063298116,0,0,0.00793650793650794,0.0363696483726654,0,0,444.571428571429,57.1152969252296,NA,NA,2018,0,NA,NA
"131","SRS","Wet","Pond","H.for1",0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.353553390593274,0.19047619047619,0.30397965082866,0,0,0,0,0.037037037037037,0.111111111111111,0,0,0.238095238095238,0.207224942684872,0,0,0,0,0,0,0.037037037037037,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148148148148148,0.337931251683234,0,0,0.182539682539683,0.194889351711249,0,0,0,0,0,0,651.333333333333,29.2403830344269,NA,NA,2018,0,NA,NA
"132","SRS","Wet","Pond","H.for2",0,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0.384900179459751,0,0,0,0,0,0,0,0,0.361111111111111,0.127293769304329,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,641.333333333333,3.78593889720018,NA,NA,2018,0,NA,NA
"133","SRS","Wet","Pond","H.let1",0.00549450549450549,0.0205585570701865,0,0,0,0,0.0204081632653061,0.0763603548321213,0,0,0,0,0,0,0.0102040816326531,0.0381801774160606,0,0,0,0,0,0,0.145658904587476,0.257500857872277,0,0,0,0,0,0,0,0,0.0204081632653061,0.0763603548321213,0.00476190476190476,0.017817416127495,0,0,0,0,0,0,0.0664399092970522,0.118740111012074,0.647854526425955,0.278338310131355,0.0698412698412698,0.18155331529592,0,0,0,0,0,0,0,0,0,0,0.00892857142857143,0.033407655239053,0,0,772.714285714286,4.49664099298356,NA,NA,2018,0,NA,NA
"134","SRS","Wet","Pond","J.flo1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.235702260395516,0,0,0,0,0,0,0.416666666666667,0.117851130197758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0.117851130197758,0,0,0,0,0,0,832,1.4142135623731,NA,NA,2018,0,NA,NA
"135","SRS","Wet","Pond","J.flo2",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,0,NA,832,NA,NA,NA,2018,NA,NA,NA
"136","SRS","Wet","Pond","L.goo1",0.0166666666666667,0.074535599249993,0,0,0,0,0,0,0,0,0.121647796647797,0.16934633757955,0.455022159213336,0.321277041811862,0,0,0,0,0.0985660173160173,0.236833992641914,0,0,0.114117965367965,0.154439500559133,0,0,0,0,0,0,0,0,0.0104761904761905,0.0345326667404115,0.0257694592988711,0.0513738911939323,0,0,0,0,0,0,0,0,0.0394491129785247,0.0847934561684039,0,0,0,0,0,0,0,0,0.101617965367965,0.152972926743009,0,0,0.0166666666666667,0.074535599249993,0,0,1027.2,40.0376138938847,NA,NA,2018,0,NA,NA
"137","SRS","Wet","Pond","L.goo2",0.0342105263157895,0.105478580736337,0,0,0,0,0,0,0,0,0.340631590631591,0.299357669032172,0.241320010398958,0.310971188170453,0,0,0,0,0.0265350877192982,0.0702070698083329,0,0,0.0360661268556005,0.0814205867846403,0,0,0,0,0,0,0,0,0.0760233918128655,0.230977619266722,0.0233918128654971,0.0792536115019732,0,0,0.0175438596491228,0.0764719112901873,0,0,0,0,0.0479695742853638,0.108124106418949,0,0,0,0,0.0350877192982456,0.152943822580375,0,0,0.0531713900134953,0.0900464146241433,0,0,0.0680489101541733,0.230629705728778,0,0,983,62.9135208926596,NA,NA,2018,0,NA,NA
"138","SRS","Wet","Pond","L.gul1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,0.333333333333333,NA,0,NA,0,NA,0,NA,0,NA,1203,NA,NA,NA,2018,NA,NA,NA
"139","SRS","Wet","Pond","L.gul2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.05,0,0,0,0,0.025,0.05,0,0,0,0,0.45,0.525991127935317,0,0,0,0,0,0,0,0,1197.75,5.7373048260195,NA,NA,2018,0,NA,NA
"140","SRS","Wet","Pond","L.gul3",0,0,0,0,0,0,0.111111111111111,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0.440958551844098,0,0,0,0,0,0,0.277777777777778,0.440958551844098,0,0,0,0,0.037037037037037,0.111111111111111,0,0,0,0,0.0925925925925926,0.188398055086813,0,0,0.259259259259259,0.35464292596677,0,0,0,0,1209.22222222222,12.4476682332252,NA,NA,2018,0,NA,NA
"141","SRS","Wet","Pond","L.gul4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208333333333333,0.0360843918243516,0.229166666666667,0.396928310067868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208333333333333,0.0360843918243516,0.333333333333333,0.577350269189626,0,0,0.108333333333333,0.101036297108185,0,0,0,0,0.2875,0.444936793263942,0,0,0,0,0,0,0,0,1205.66666666667,14.2243921955679,NA,NA,2018,0,NA,NA
"142","SRS","Wet","Pond","L.mac1",0.242222222222222,0.394668168165312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208333333333333,0.0510310363079829,0,0,0.0187918871252205,0.0206322184275096,0,0,0,0,0,0,0,0,0,0,0.476926192526968,0.480009627999228,0.00595238095238095,0.0145802960879951,0,0,0.0375289672285796,0.0248525224320807,0.0483204134366925,0.107371103995063,0,0,0,0,0,0,0.00666666666666667,0.0163299316185545,0.136805555555556,0.275005260892439,0.00595238095238095,0.0145802960879951,0,0,0,0,0,0,1263.33333333333,4.76095228569523,NA,NA,2018,0,NA,NA
"143","SRS","Wet","Pond","L.mar1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.192450089729875,0,0,0,0,0.222222222222222,0.384900179459751,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.577350269189626,1304,1,NA,NA,2018,0,NA,NA
"144","SRS","Wet","Pond","L.mic1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,2.82842712474619,NA,NA,2018,0,NA,NA
"145","SRS","Wet","Pond","L.mic2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,1283.5,3.69684550213647,NA,NA,2018,0,NA,NA
"146","SRS","Wet","Pond","L.pla1",0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0.0924500327042048,0,0,0,0,0,0,0.0256410256410256,0.0924500327042048,0.115384615384615,0.219264504826757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217948717948718,0.381181249931244,0.346153846153846,0.473665466715671,0,0,0,0,0.0384615384615385,0.138675049056307,0,0,0,0,0.0384615384615385,0.138675049056307,0.115384615384615,0.219264504826757,0.0769230769230769,0.277350098112615,0,0,0,0,1335.69230769231,7.19241052991062,NA,NA,2018,0,NA,NA
"147","SRS","Wet","Pond","L.pla2",0,0,0,0,0,0,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340.5,8.10349718742881,NA,NA,2018,0,NA,NA
"148","SRS","Wet","Pond","L.pun2",0,0,0,0,0,0,0.0204081632653061,0.0539949247156039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0.131132632078241,0,0,0,0,0,0,0,0,0.0884353741496599,0.151656440881687,0,0,0.0238095238095238,0.0629940788348712,0,0,0,0,0.0952380952380952,0.162650012158089,0.153061224489796,0.219881583114204,0,0,0,0,0,0,0.431972789115646,0.364326839526478,0.0476190476190476,0.125988157669742,0,0,0.0680272108843537,0.128533630120348,0,0,1353.85714285714,3.13201593379149,NA,NA,2018,0,NA,NA
"149","SRS","Wet","Pond","L.pun3",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.0833333333333333,NA,0,NA,0.833333333333333,NA,0.0833333333333333,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1354,NA,NA,NA,2018,NA,NA,NA
"150","SRS","Wet","Pond","M.alb4",0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1409,NA,NA,NA,2018,NA,NA,NA
"151","SRS","Wet","Pond","M.sal1",0,0,0,0,0,0,0.0714285714285714,0.188982236504614,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642857142857143,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.243975018237133,0,0,0,0,1433,14.7873820085459,NA,NA,2018,0,NA,NA
"152","SRS","Wet","Pond","M.sia1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.547722557505166,0.5,0.547722557505166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493.5,18.0969610708539,NA,NA,2018,0,NA,NA
"153","SRS","Wet","Pond","N.pet1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.707106781186548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.707106781186548,0,0,0,0,0,0,0,0,0,0,1552.5,0.707106781186548,NA,NA,2018,0,NA,NA
"154","SRS","Wet","Pond","O.aur1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.25,0,0,0,0,0,0,0.125,0.25,0,0,0,0,0,0,0,0,0.125,0.25,1589.5,11.5614301306831,NA,NA,2018,0,NA,NA
"155","SRS","Wet","Pond","P.lat1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.273861278752583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.273861278752583,0,0,0,0,0,0,1619.2,7.46324326281812,NA,NA,2018,0,NA,NA
"156","SRS","Wet","Pond","P.lat2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0.458062690656452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6875,0.458062690656452,0,0,0,0,0,0,1621,4.34248118673448,NA,NA,2018,0,NA,NA
"157","SRS","Wet","Pond","S.lac1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.00564971751412429,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.994350282485876,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1654,NA,NA,NA,2018,NA,NA,NA
"158","SRS","Wet","Pond","T.mar1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.547722557505166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.547722557505166,0,0,0,0,0,0,1666,1.58113883008419,NA,NA,2018,0,NA,NA
"159","TSL","Dry","Marsh","B.bel1",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,39,NA,NA,NA,2019,NA,NA,NA
"160","TSL","Dry","Marsh","E.eve1",0.833333333333333,NA,0,NA,0,NA,0,NA,0,NA,0.166666666666667,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,123,NA,NA,NA,2019,NA,NA,NA
"161","TSL","Dry","Marsh","E.glo1",0.0502645502645503,0.0976313468184387,0,0,0,0,0,0,0,0,0.274007936507936,0.344597877235866,0.240277777777778,0.303094571783205,0,0,0,0,0.142328042328042,0.194094274911807,0,0,0.0222222222222222,0.0666666666666667,0,0,0,0,0,0,0,0,0.0555555555555556,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0.138888888888889,0.333333333333333,0.0361111111111111,0.0740682868109632,0,0,0.00462962962962963,0.0138888888888889,0.0357142857142857,0.0837574242825612,0,0,0,0,0,0,0,0,186,2.73861278752583,NA,NA,2019,0,NA,NA
"162","TSL","Dry","Marsh","F.chr1",0,0,0,0,0,0,0,0,0,0,0,0,0.205714285714286,0.288132622525228,0.161904761904762,0.204401676488902,0,0,0,0,0,0,0,0,0.0166666666666667,0.0372677996249965,0,0,0,0,0,0,0.0666666666666667,0.149071198499986,0,0,0,0,0,0,0,0,0.225714285714286,0.23395446966782,0,0,0.233333333333333,0.324893144826965,0,0,0.09,0.124498995979887,0,0,0,0,0,0,0,0,0,0,259.6,21.2438226315322,NA,NA,2019,0,NA,NA
"163","TSL","Dry","Marsh","G.hol1",0,NA,0,NA,0,NA,0,NA,0,NA,0.25,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.25,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,329,NA,NA,NA,2019,NA,NA,NA
"164","TSL","Dry","Marsh","G.hol2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,1.4142135623731,NA,NA,2019,0,NA,NA
