Date,Year,Season,Slough,Site,Habitat,Method,Species,ID,Count,Wet mass (g),Comments,Entered By,Checked By,Processed,-80 Freezer,Freeze Drier,Dried,Crushed,Isotope,Decarb
12/18/2018,2018,WET,TSL,AH5,NEAR POND,DF,PALPAL,PP877,,,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,NEAR POND,DF,PALPAL,PP878,,,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH5,NEAR POND,DF,PALPAL,PP879,4,0.499,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH5,NEAR POND,DF,PALPAL,PP880,,,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH5,NEAR POND,DF,PALPAL,PP881,,,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH5,NEAR POND,DF,PALPAL,PP882,,,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH5,MANGROVE,DF,PALPAL,PP883,5,0.78,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH5,MANGROVE,DF,PALPAL,PP884,,,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH5,MANGROVE,DF,PALPAL,PP885,,,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH5,MANGROVE,DF,PALPAL,PP886,,,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH5,MANGROVE,DF,PALPAL,PP887,,,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH5,M-NP,DF,PALPAL,PP888,1,0.053,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH5,P-NP,DF,PALPAL,PP889,3,0.467,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH5,P-NP,DF,PALPAL,PP890,,,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH5,P-NP,DF,PALPAL,PP891,,,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,P-NP,DF,PALPAL,PP892,3,0.258,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,P-NP,DF,PALPAL,PP893,,,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,P-NP,DF,PALPAL,PP894,,,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,P-NP,DF,COENAG,CN54,1,0.045,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,SAWGRASS,DF,PALPAL,PP895,7,0.977,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,SAWGRASS,DF,PALPAL,PP896,,,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,SAWGRASS,DF,PALPAL,PP897,,,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,SAWGRASS,DF,PALPAL,PP898,,,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,SAWGRASS,DF,PALPAL,PP899,,,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,SAWGRASS,DF,PALPAL,PP900,,,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,SAWGRASS,DF,PALPAL,PP901,,,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH3,MANGROVE,DF,CELSPP,CS127,1,0.082,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH3,MANGROVE,DF,PALPAL,PP902,2,0.436,PP903 GRAVID,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH3,MANGROVE,DF,PALPAL,PP903,,,,SS,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH5,MARSH,DF,CELSPP,CS128,1,0.095,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,MARSH,DF,PELFEM,PF71,1,0.041,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,M-NP,DF,CORING,CG07,1,1.902,,SS,,Y,Y,Y,Y,Y,N,N
12/18/2018,2018,WET,TSL,AH5,M-NP,DF,PALPAL,PP904,1,0.119,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,FR,COENAG,CN55,1,0.038,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF72,17,0.862,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF73,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF74,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF75,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF76,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF77,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF78,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF79,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF80,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF81,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF82,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF83,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF84,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF85,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF86,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF87,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PELFEM,PF88,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,COENAG,CN56,2,0.088,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,COENAG,CN57,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,COLEOA,CE31,2,0.032,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,COLEOA,CE32,,,,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,SPIDER,SP54,1,0.098,SAME AS SP2,SS,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PALPAL,PP905,6,0.284,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PALPAL,PP906,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PALPAL,PP907,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PALPAL,PP908,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PALPAL,PP909,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,PALPAL,PP910,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,BRAGRA,BG20,1,0.278,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,CELSPP,CS129,1,0.325,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,EPHEME,EM25,1,,TOO SMALL TO WEIGH,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT2,AMPHIPOD,AP21,8,0.036,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,BELSPP,BS09,2,0.55,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,BELSPP,BS10,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,SPIDER,SP55,1,0.038,"PICS ON MDRIVE, SAME AS SP24",,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,SPIDER,SP56,1,0.066,PICS ON MDRIVE,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,SPIDER,SP57,1,0.015,PICS ON MDRIVE,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PALPAL,PP911,4,0.404,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PALPAL,PP912,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PALPAL,PP913,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PALPAL,PP914,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,EPHEME,EM26,1,0.007,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,COENAG,CN58,2,0.054,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,COENAG,CN59,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,CELSPP,CS130,3,0.814,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,CELSPP,CS131,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,CELSPP,CS132,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,COLEOA,CE33,1,0.007,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PELFEM,PF89,12,0.616,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PELFEM,PF90,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PELFEM,PF91,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PELFEM,PF92,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PELFEM,PF93,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PELFEM,PF94,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PELFEM,PF95,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PELFEM,PF96,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PELFEM,PF97,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PELFEM,PF98,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PELFEM,PF99,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT3,PELFEM,PF100,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,SPIDER,SP58,1,0.008,SAME AS SP24,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,SPIDER,SP59,1,0.035,SAME AS SP19,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,PALPAL,PP915,9,0.874,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,PALPAL,PP916,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,PALPAL,PP917,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,PALPAL,PP918,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,PALPAL,PP919,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,PALPAL,PP920,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,PALPAL,PP921,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,PALPAL,PP922,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,PALPAL,PP923,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,PALPAL,PP924,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,CELSPP,CS133,3,0.433,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,CELSPP,CS134,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,CELSPP,CS135,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,COENAG,CN60,4,0.059,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,COENAG,CN61,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,COENAG,CN62,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,COENAG,CN63,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,COLEOA,CE34,1,0.005,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,BELSPP,BS11,1,0.062,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,GERRID,GR21,2,0.022,16 PELFEM IN FREEZER,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,MARSH,TT1,GERRID,GR22,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,POND,TT1,PALPAL,PP925,1,0.021,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,POND,TT1,LIBAUR,LA01,1,0.04,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,POND,TT2,SPIDER,SP60,1,0.022,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,POND,FR,BELSPP,BS12,1,0.065,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,POND,FR,PLASPP,PS02,1,0.151,,,,Y,N,N,N,N,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COLEOA,CE35,14,0.089,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COLEOA,CE36,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COLEOA,CE37,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COLEOA,CE38,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COLEOA,CE39,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COLEOA,CE40,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COLEOA,CE41,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COLEOA,CE42,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COLEOA,CE43,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COLEOA,CE44,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COLEOA,CE45,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COLEOA,CE46,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COLEOA,CE47,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COLEOA,CE48,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,GERRID,GR23,4,0.026,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,GERRID,GR24,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,GERRID,GR25,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,GERRID,GR26,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COENAG,CN64,6,0.056,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COENAG,CN65,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COENAG,CN66,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COENAG,CN67,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COENAG,CN68,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,COENAG,CN69,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,EPHEME,EM27,3,0.009,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,EPHEME,EM28,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,EPHEME,EM29,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PELFEM,PF101,1,0.029,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,SPIDER,SP61,1,,TOO SMALL TO WEIGH,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PALPAL,PP926,12,0.51,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PALPAL,PP927,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PALPAL,PP928,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PALPAL,PP929,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PALPAL,PP930,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PALPAL,PP931,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PALPAL,PP932,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PALPAL,PP933,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PALPAL,PP934,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PALPAL,PP935,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PALPAL,PP936,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PALPAL,PP937,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,AMPHIPOD,AP22,1,,TOO SMALL TO WEIGH,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,ERYSIM,ES09,1,0.019,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,CELSPP,CS136,7,0.312,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,CELSPP,CS137,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,CELSPP,CS138,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,CELSPP,CS139,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,CELSPP,CS140,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,CELSPP,CS141,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,CELSPP,CS142,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PACLON,PC09,4,0.445,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PACLON,PC10,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PACLON,PC11,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT3,PACLON,PC12,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,SPIDER,SP62,2,0.025,PICS ON MDRIVE,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,SPIDER,SP63,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,COLEOA,CE50,8,0.049,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,COLEOA,CE51,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,COLEOA,CE52,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,COLEOA,CE53,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,COLEOA,CE54,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,COLEOA,CE55,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,COLEOA,CE56,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,COLEOA,CE57,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,PLASPP,PS03,1,0.164,,,,Y,N,N,N,N,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,PALPAL,PP938,10,0.729,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,PALPAL,PP939,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,PALPAL,PP940,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,PALPAL,PP941,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,PALPAL,PP942,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,PALPAL,PP943,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,PALPAL,PP944,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,PALPAL,PP945,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,PALPAL,PP946,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,PALPAL,PP947,,,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,ERYSIM,ES10,1,0.073,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,PACLON,PC13,1,0.086,,,,Y,Y,Y,Y,Y,N,N
12/3/2018,2018,WET,TSL,AH9,NEAR POND,TT1,COENAG,CN70,1,0.001,,,,Y,Y,Y,Y,Y,N,N
12/17/2018,2018,WET,TSL,AH9,M-NP,DF,PALPAL,PP948,3,0.246,,,,Y,Y,Y,Y,Y,N,N
12/17/2018,2018,WET,TSL,AH9,M-NP,DF,PALPAL,PP949,,,,,,Y,Y,Y,Y,Y,N,N
12/17/2018,2018,WET,TSL,AH9,M-NP,DF,PALPAL,PP950,,,,,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH9,MARSH,DF,BELSPP,BS13,2,0.196,,,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH9,MARSH,DF,BELSPP,BS14,,,,,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH9,MARSH,DF,PELFEM,PF102,12,0.219,,,,Y,Y,Y,Y,Y,N,N
12/19/2018,2018,WET,TSL,AH9,MARSH,DF,PELFEM,PF103,,,,,,Y,Y,Y,Y,Y,N,N
