ID,Diet_Item,Count,Volume,Comments
HF210,Copepoda,1,0.001,NA
GH161,Copepoda,1,0.001,NA
GH583,Copepoda,2,0.001,NA
GH636,Copepoda,1,0.001,NA
GH655,Copepoda,3,0.001,NA
GH656,Copepoda,4,0.001,NA
GH658,Copepoda,3,0.001,NA
GH698,Copepoda,5,0.001,NA
GH702,Copepoda,1,0.001,NA
GH714,Copepoda,1,0.001,NA
HM21,Copepoda,1,0.001,NA
HM29,Copepoda,2,0.001,NA
HM93,Copepoda,1,0.001,NA
EG06,Copepoda,3,0.001,NA
EG10,Copepoda,12,0.001,NA
EG11,Copepoda,4,0.001,NA
EG12,Copepoda,4,0.001,NA
EU03,Copepoda,4,0.001,NA
EU05,Copepoda,2,0.001,NA
EU06,Copepoda,1,0.001,NA
EU07,Copepoda,3,0.001,NA
PX02,Copepoda,1,0.001,NA
LG297,Copepoda,2,0.001,NA
LG318,Copepoda,8,0.001,NA
LG361,Copepoda,2,0.001,NA
LG451,Copepoda,5,0.001,NA
LG458,Copepoda,1,0.001,NA
LG461,Copepoda,2,0.001,NA
LG464,Copepoda,1,0.001,NA
LG467,Copepoda,1,0.001,NA
LG470,Copepoda,3,0.001,NA
LG471,Copepoda,17,0.005,NA
LG472,Copepoda,10,0.001,NA
LG473,Copepoda,10,0.001,NA
LG477,Copepoda,3,0.001,NA
LG480,Copepoda,5,0.001,NA
LG482,Copepoda,4,0.001,NA
LG503,Copepoda,1,0.001,NA
LG509,Copepoda,1,0.001,NA
LG522,Copepoda,2,0.001,NA
LG530,Copepoda,3,0.001,NA
LG577,Copepoda,2,0.001,NA
LG578,Copepoda,1,0.001,NA
LG580,Copepoda,3,0.001,NA
LG582,Copepoda,2,0.001,NA
LG583,Copepoda,3,0.001,NA
LG626,Copepoda,1,0.001,NA
LG631,Copepoda,1,0.001,NA
LG649,Copepoda,3,0.001,NA
LG688,Copepoda,2,0.001,NA
LG695,Copepoda,2,0.001,NA
LG696,Copepoda,1,0.001,NA
LG733,Copepoda,3,0.001,NA
LG750,Copepoda,5,0.001,NA
LG752,Copepoda,1,0.001,NA
LG763,Copepoda,3,0.001,NA
LG771,Copepoda,1,0.001,NA
LG775,Copepoda,3,0.001,NA
LG778,Copepoda,5,0.001,NA
LG782,Copepoda,1,0.001,NA
LG785,Copepoda,2,0.001,NA
LG790,Copepoda,2,0.001,NA
LG791,Copepoda,3,0.001,NA
LG795,Copepoda,1,0.001,NA
LG799,Copepoda,3,0.001,NA
LG800,Copepoda,2,0.001,NA
LG836,Copepoda,1,0.001,NA
LG848,Copepoda,2,0.001,NA
LG850,Copepoda,1,0.001,NA
LG854,Copepoda,2,0.001,NA
LG856,Copepoda,2,0.001,NA
LG862,Copepoda,1,0.001,NA
LG863,Copepoda,1,0.001,NA
LG883,Copepoda,1,0.001,NA
LMr102,Copepoda,2,0.001,NA
LMr103,Copepoda,1,0.001,NA
LL45,Corixidae,1,0.04,NA
LMa10,Corixidae,1,0.01,NA
FC166,Corixidae,1,0.01,NA
FC214,Corixidae,2,0.005,NA
GH382,Corixidae,1,0.05,NA
GH404,Corixidae,1,0.01,NA
GH497,Corixidae,1,0.05,3 brown circles
GH502,Corixidae,1,0.005,NA
GH505,Corixidae,2,0.01,NA
GH578,Corixidae,2,0.1,NA
EG13,Corixidae,2,0.02,NA
EG56,Corixidae,1,0.01,NA
EG85,Corixidae,1,0.04,NA
LPu25,Corixidae,3,0.1,NA
GH31,Culicidae,2,0.001,larvae
GH32,Culicidae,1,0.001,adult
GH38,Culicidae,1,0.001,NA
GH49,Culicidae,4,0.001,heads
GH72,Culicidae,9,0.01,NA
GH93,Culicidae,2,0.001,1 adult; 1 larvae
GH98,Culicidae,1,0.001,NA
GH187,Culicidae,3,0.001,2 adult; 1 larvae
GH188,Culicidae,4,0.001,NA
GH274,Culicidae,1,0.001,NA
GH305,Culicidae,1,0.005,NA
GH313,Culicidae,4,0.005,NA
GH314,Culicidae,2,0.005,NA
GH315,Culicidae,3,0.005,2 adult; 1 larvae
GH316,Culicidae,3,0.001,NA
GH317,Culicidae,3,0.005,NA
GH318,Culicidae,1,0.005,NA
GH319,Culicidae,5,0.005,NA
GH324,Culicidae,1,0.001,NA
GH328,Culicidae,1,0.005,NA
GH330,Culicidae,2,0.005,NA
GH332,Culicidae,1,0.005,NA
GH336,Culicidae,3,0.001,heads only
GH363,Culicidae,1,0.05,NA
GH365,Culicidae,2,0.001,NA
GH366,Culicidae,1,0.001,NA
GH367,Culicidae,5,0.05,NA
GH368,Culicidae,3,0.01,NA
GH369,Culicidae,2,0.01,NA
GH371,Culicidae,1,0.001,head only
GH373,Culicidae,1,0.001,NA
GH377,Culicidae,3,0.01,1 brown circle
GH500,Culicidae,1,0.005,NA
GH552,Culicidae,1,0.01,NA
GH587,Culicidae,2,0.01,NA
GH653,Culicidae,1,0.01,NA
LMa11,Cybister,2,0.002,NA
LMa12,Cybister,2,0.04,NA
FC13,Cybister,1,0.01,NA
MC09,Cyprinodontid,1,3,maybe Cyprinodontid; very digested
LL53,Cyprinodontid,1,0.15,NA
AN08,Cyprinodontid,1,0.05,probably GAMHOL; quite digested
LP17,Cyprinodontid,1,0.8,jordonella?
LP31,Cyprinodontid,1,0.065,NA
FC214,Cyprinodontid,1,0.02,Lucania goodei
BB01,Cyprinodontid,1,0.1,NA
OA02,Detritus,1,10,dark brown/ black 
OA16,Detritus,1,5,Floc
SL14,Detritus,1,0.2,NA
OA10,Detritus,1,0.5,vascular
OA12,Detritus,1,0.05,mostly empty
OA13,Detritus,1,0.01,small amount
OA19,Detritus,1,0.8,NA
OA07,Detritus,1,4.7,full intestines
OA08,Detritus,1,2.1,full intestines
OA35,Detritus,1,11.5,full intestines
HP14,Detritus,1,0.01,NA
HP09,Detritus,1,0.02,NA
HP13,Detritus,1,0.02,NA
AN28,Detritus,1,0.001,trace amounts
AN27,Detritus,1,0.02,vascular
AN30,Detritus,1,0.015,NA
HP10,Detritus,1,0.01,NA
OA25,Detritus,1,0.2,NA
OA26,Detritus,1,0.01,full intestine
TM04,Detritus,1,0.01,full intestine
TM07,Detritus,1,0.01,NA
TM13,Detritus,1,0.3,NA
HP02,Detritus,1,0.01,NA
HP03,Detritus,1,0.005,NA
LL53,Detritus,1,0.05,NA
CL04,Detritus,1,0.001,NA
TM16,Detritus,1,0.15,NA
LMa17,Detritus,1,0.05,NA
LMi11,Detritus,1,0.065,vascular
LMi12,Detritus,1,0.025,NA
AN29,Detritus,1,0.06,NA
HP15,Detritus,1,0.01,NA
HP16,Detritus,1,0.06,NA
OA15,Detritus,1,0.4,full intestine
OA20,Detritus,1,1.4,full intestine
OA22,Detritus,1,0.5,full intestine
OA01,Detritus,1,0.01,full intestine
MC06,Detritus,1,0.001,NA
MC07,Detritus,1,0.001,NA
MC11,Detritus,1,0.9,vascular
MC14,Detritus,1,0.001,parasitic worms
MC16,Detritus,1,0.01,parasitic worms
AN16,Detritus,1,0.01,NA
AN17,Detritus,1,0.001,trace amounts remaining
TM17,Detritus,1,0.045,full intestine
TM18,Detritus,1,0.05,NA
TM19,Detritus,1,0.03,NA
HP05,Detritus,1,0.04,NA
HP06,Detritus,1,0.05,NA
TM24,Detritus,1,0.5,full intestine
LL15,Detritus,1,0.3,NA
CU14,Detritus,1,0.04,NA
CU21,Detritus,1,0.01,NA
CU22,Detritus,1,0.3,NA
TM14,Detritus,1,0.5,NA
TM06,Detritus,1,0.1,NA
TM09,Detritus,1,0.005,full intestine
CO03,Detritus,1,0.2,clearly a tilapia!!!
LL24,Detritus,1,0.3,NA
LMa23,Detritus,1,0.01,NA
LMa24,Detritus,1,0.01,NA
AN20,Detritus,1,0.01,mostly empty
AN21,Detritus,1,0.15,NA
AN22,Detritus,1,0.05,NA
AN23,Detritus,1,0.1,NA
CL16,Detritus,1,0.02,NA
LL61,Detritus,1,0.005,NA
EE07,Detritus,1,0.001,NA
EE11,Detritus,1,0.002,NA
EE12,Detritus,1,0.001,NA
LP19,Detritus,1,0.02,NA
LL06,Detritus,1,0.001,NA
LP18,Detritus,1,0.016,NA
LL07,Detritus,1,0.005,NA
CU09,Detritus,1,0.01,NA
LL04,Detritus,1,0.001,NA
LS01,Detritus,1,0.001,vascular
LP20,Detritus,1,0.005,NA
NP07,Detritus,1,0.001,mixed with algae?
NP10,Detritus,1,0.001,NA
NP12,Detritus,1,0.001,NA
NP13,Detritus,1,0.001,NA
LMa03,Detritus,1,0.003,NA
NP16,Detritus,1,0.001,NA
LMa04,Detritus,3,0.001,NA
NP19,Detritus,1,0.005,NA
NP64,Detritus,1,0.001,NA
LMa07,Detritus,1,0.03,NA
LMa08,Detritus,1,0.02,NA
LMa09,Detritus,1,0.072,NA
LMa14,Detritus,1,0.03,NA
LMa15,Detritus,1,0.015,NA
PL83,Detritus,1,0.001,NA
PL97,Detritus,1,0.001,NA
PL99,Detritus,1,0.005,NA
LMa19,Detritus,1,0.002,NA
LMa21,Detritus,1,0.009,NA
LMa22,Detritus,1,0.02,NA
FC45,Detritus,1,0.001,NA
LMi10,Detritus,1,0.16,NA
FC89,Detritus,1,0.001,NA
PL101,Detritus,1,0.001,NA
PL102,Detritus,1,0.001,NA
PL104,Detritus,1,0.001,NA
PL106,Detritus,1,0.001,NA
PL121,Detritus,1,0.001,NA
HF17,Detritus,1,0.001,vial may not have had EtOH
HF31,Detritus,1,0.001,NA
HF32,Detritus,1,0.001,NA
HF33,Detritus,1,0.001,NA
HF34,Detritus,1,0.001,NA
HF38,Detritus,1,0.001,NA
HF54,Detritus,1,0.001,NA
HF55,Detritus,1,0.001,NA
HF59,Detritus,1,0.001,NA
HF60,Detritus,1,0.001,NA
HF61,Detritus,1,0.001,NA
HF63,Detritus,1,0.001,NA
HF64,Detritus,1,0.001,NA
HF67,Detritus,1,0.001,NA
HF82,Detritus,1,0.001,NA
HF106,Detritus,1,0.001,NA
HF122,Detritus,1,0.001,NA
HF126,Detritus,1,0.001,NA
HF127,Detritus,1,0.001,NA
HF141,Detritus,1,0.001,NA
HF143,Detritus,1,0.001,NA
HF172,Detritus,1,0.001,NA
HF176,Detritus,1,0.001,NA
HF182,Detritus,1,0.001,NA
HF183,Detritus,1,0.001,NA
HF184,Detritus,1,0.001,NA
HF185,Detritus,1,0.001,NA
HF186,Detritus,1,0.001,NA
HF187,Detritus,1,0.002,NA
HF188,Detritus,1,0.001,throughout G.I. tract
HF197,Detritus,1,0.001,sparse
HF199,Detritus,1,0.001,NA
HF201,Detritus,1,0.001,NA
HF208,Detritus,1,0.001,NA
HF211,Detritus,1,0.001,NA
HF213,Detritus,1,0.001,NA
HF214,Detritus,1,0.001,NA
HF215,Detritus,1,0.001,NA
HF216,Detritus,1,0.001,NA
HF217,Detritus,1,0.002,throughout G.I. tract
HF219,Detritus,1,0.002,throughout G.I. tract
HF220,Detritus,1,0.001,NA
HF225,Detritus,1,0.001,NA
HF245,Detritus,1,0.001,throughout G.I. tract
HF254,Detritus,1,0.001,NA
HF255,Detritus,1,0.001,NA
HF257,Detritus,1,0.001,NA
HF258,Detritus,1,0.001,NA
HF259,Detritus,1,0.001,throughout G.I. tract
HF262,Detritus,1,0.001,NA
HF263,Detritus,1,0.001,NA
HF264,Detritus,1,0.001,NA
HF266,Detritus,1,0.001,NA
HF267,Detritus,1,0.001,NA
HF268,Detritus,1,0.001,NA
HF270,Detritus,1,0.001,NA
HF274,Detritus,1,0.001,NA
HF275,Detritus,1,0.001,NA
GH27,Detritus,1,0.001,NA
GH29,Detritus,1,0.001,NA
GH31,Detritus,1,0.001,NA
GH32,Detritus,1,0.001,NA
GH34,Detritus,1,0.001,NA
GH35,Detritus,1,0.001,NA
GH36,Detritus,1,0.001,NA
GH48,Detritus,1,0.001,NA
GH50,Detritus,1,0.001,NA
GH51,Detritus,1,0.001,NA
GH52,Detritus,1,0.001,NA
GH53,Detritus,1,0.001,NA
GH54,Detritus,1,0.001,NA
GH55,Detritus,1,0.001,NA
GH56,Detritus,1,0.001,NA
GH62,Detritus,1,0.001,NA
GH73,Detritus,1,0.001,NA
GH74,Detritus,1,0.001,NA
GH92,Detritus,1,0.001,NA
GH93,Detritus,1,0.001,NA
GH94,Detritus,1,0.001,1 brown circle
GH95,Detritus,1,0.001,NA
GH104,Detritus,1,0.001,NA
GH107,Detritus,1,0.001,NA
GH156,Detritus,1,0.001,NA
GH158,Detritus,1,0.001,NA
GH161,Detritus,1,0.001,1 brown circle
GH185,Detritus,1,0.001,NA
GH190,Detritus,1,0.001,NA
GH201,Detritus,1,0.001,NA
GH211,Detritus,1,0.001,NA
GH220,Detritus,1,0.001,NA
GH246,Detritus,1,0.001,NA
GH258,Detritus,1,0.001,9 brown circles
GH303,Detritus,1,0.001,3 brown circles
GH306,Detritus,1,0.001,NA
GH310,Detritus,1,0.001,1 brown circle
GH314,Detritus,1,0.001,NA
GH317,Detritus,1,0.001,NA
GH325,Detritus,1,0.001,NA
GH339,Detritus,1,0.001,NA
GH365,Detritus,1,0.001,NA
GH367,Detritus,1,0.01,NA
GH375,Detritus,1,0.001,NA
GH382,Detritus,1,0.001,NA
GH417,Detritus,1,0.001,NA
GH449,Detritus,1,0.001,NA
GH452,Detritus,1,0.001,NA
GH455,Detritus,1,0.001,NA
GH460,Detritus,1,0.005,NA
GH478,Detritus,1,0.001,NA
GH488,Detritus,1,0.001,NA
GH494,Detritus,1,0.001,7 brown circles
GH506,Detritus,1,0.001,NA
GH556,Detritus,1,0.001,NA
GH580,Detritus,1,0.05,NA
GH593,Detritus,1,0.01,NA
GH632,Detritus,1,0.005,NA
GH633,Detritus,1,0.05,NA
GH634,Detritus,1,0.01,NA
GH636,Detritus,1,0.001,NA
GH638,Detritus,1,0.01,NA
GH639,Detritus,1,0.01,NA
GH640,Detritus,1,0.01,NA
GH641,Detritus,1,0.01,NA
GH642,Detritus,1,0.01,NA
GH643,Detritus,1,0.01,NA
GH644,Detritus,1,0.01,NA
GH646,Detritus,1,0.001,NA
GH647,Detritus,1,0.01,NA
GH648,Detritus,1,0.01,NA
GH649,Detritus,1,0.01,NA
GH650,Detritus,1,0.01,NA
GH654,Detritus,1,0.01,NA
GH692,Detritus,1,0.001,NA
GH694,Detritus,1,0.001,NA
GH698,Detritus,1,0.001,NA
GH700,Detritus,1,0.001,NA
GH703,Detritus,1,0.001,NA
GH705,Detritus,1,0.001,NA
GH707,Detritus,1,0.001,NA
GH708,Detritus,1,0.001,NA
GH709,Detritus,1,0.001,NA
GH715,Detritus,1,0.001,NA
HM23,Detritus,1,0.03,NA
HM31,Detritus,1,0.01,NA
HM33,Detritus,1,0.01,NA
HM35,Detritus,1,0.01,NA
HM36,Detritus,1,0.01,NA
HM37,Detritus,1,0.01,NA
HM38,Detritus,1,0.01,NA
HM39,Detritus,1,0.01,NA
HM40,Detritus,1,0.03,NA
HM41,Detritus,1,0.01,NA
HM47,Detritus,1,0.01,NA
HM51,Detritus,1,0.01,NA
HM58,Detritus,1,0.01,NA
HM59,Detritus,1,0.01,NA
HM60,Detritus,1,0.01,NA
HM61,Detritus,1,0.01,NA
HM62,Detritus,1,0.01,NA
HM63,Detritus,1,0.01,NA
HM64,Detritus,1,0.01,NA
HM68,Detritus,1,0.01,NA
HM73,Detritus,1,0.04,NA
HM75,Detritus,1,0.04,NA
HM77,Detritus,1,0.01,NA
HM79,Detritus,1,0.01,NA
HM80,Detritus,1,0.03,NA
HM81,Detritus,1,0.01,NA
HM82,Detritus,1,0.02,NA
HM84,Detritus,1,0.01,NA
HM85,Detritus,1,0.03,NA
HM87,Detritus,1,0.03,NA
HM89,Detritus,1,0.01,NA
HM90,Detritus,1,0.02,NA
HM91,Detritus,1,0.02,NA
HM92,Detritus,1,0.02,parasitic worms
HM93,Detritus,1,0.01,NA
HM95,Detritus,1,0.01,NA
HM97,Detritus,1,0.5,vascular; may have been digested plant matter
HM98,Detritus,1,0.01,NA
HM100,Detritus,1,0.01,NA
HM105,Detritus,1,0.02,NA
HM106,Detritus,1,0.04,NA
AG01,Detritus,1,0.01,NA
AN07,Detritus,1,0.01,NA
AN10,Detritus,1,0.01,NA
AN11,Detritus,1,1.2,parasitic worms
AN12,Detritus,1,0.5,NA
AN13,Detritus,1,0.08,NA
AN14,Detritus,1,0.01,NA
AN24,Detritus,1,0.01,NA
AT01,Detritus,1,0.02,NA
AT03,Detritus,1,0.03,NA
CB16,Detritus,1,0.04,NA
CU08,Detritus,1,0.005,NA
CU19,Detritus,1,0.01,NA
CU33,Detritus,1,0.01,NA
CU60,Detritus,1,0.04,NA
CU61,Detritus,1,0.01,vascular
CU63,Detritus,1,0.02,NA
CU71,Detritus,1,0.03,NA
CU74,Detritus,1,0.05,NA
CU77,Detritus,1,0.03,NA
CV03,Detritus,1,0.02,NA
EG07,Detritus,1,0.001,NA
EG84,Detritus,1,0.01,NA
EU09,Detritus,1,0.01,NA
EU10,Detritus,1,0.01,NA
EU12,Detritus,1,0.01,NA
EU16,Detritus,1,0.005,NA
EU17,Detritus,1,0.005,NA
EU18,Detritus,1,0.05,NA
EU19,Detritus,1,0.05,NA
EU20,Detritus,1,0.05,some vascular
EU21,Detritus,1,0.01,NA
EU22,Detritus,1,0.01,NA
EU24,Detritus,1,0.01,NA
NR01,Detritus,1,0.05,NA
TM05,Detritus,1,1,NA
TM11,Detritus,1,0.5,NA
TM20,Detritus,1,0.3,NA
TM21,Detritus,1,0.6,NA
TM22,Detritus,1,0.7,vascular
JF28,Detritus,1,0.02,NA
JF71,Detritus,1,0.01,NA
JF72,Detritus,1,0.01,NA
JF99,Detritus,1,0.03,parasitic worms
NV02,Detritus,1,0.01,NA
RT03,Detritus,1,0.1,NA
RT04,Detritus,1,0.2,NA
RT11,Detritus,1,0.1,NA
RT12,Detritus,1,0.1,NA
RT13,Detritus,1,0.1,NA
LL18,Detritus,1,0.001,NA
LL31,Detritus,1,0.03,NA
LL33,Detritus,1,0.001,NA
LL57,Detritus,1,0.03,NA
LL59,Detritus,1,0.11,NA
LL60,Detritus,1,0.08,NA
LL65,Detritus,1,0.12,NA
LL66,Detritus,1,0.03,NA
OA27,Detritus,1,0.15,NA
LG261,Detritus,1,0.005,NA
LG267,Detritus,1,0.001,NA
LG280,Detritus,1,0.005,NA
LG283,Detritus,1,0.001,NA
LG296,Detritus,1,0.001,NA
LG301,Detritus,1,0.001,NA
LG303,Detritus,1,0.001,NA
LG306,Detritus,1,0.001,NA
LG348,Detritus,1,0.001,NA
LG349,Detritus,1,0.001,NA
LG360,Detritus,1,0.005,NA
LG361,Detritus,1,0.005,NA
LG362,Detritus,1,0.005,NA
LG363,Detritus,1,0.002,NA
LG364,Detritus,1,0.001,NA
LG365,Detritus,1,0.001,NA
LG386,Detritus,1,0.001,NA
LG387,Detritus,1,0.001,NA
LG434,Detritus,1,0.003,NA
LG437,Detritus,1,0.003,NA
LG443,Detritus,1,0.005,NA
LG451,Detritus,1,0.003,NA
LG454,Detritus,1,0.001,NA
LG457,Detritus,1,0.001,NA
LG461,Detritus,1,0.002,NA
LG464,Detritus,1,0.001,NA
LG465,Detritus,1,0.001,NA
LG470,Detritus,1,0.001,NA
LG471,Detritus,1,0.001,NA
LG472,Detritus,1,0.002,NA
LG473,Detritus,1,0.003,NA
LG479,Detritus,1,0.003,NA
LG480,Detritus,1,0.003,NA
LG483,Detritus,1,0.002,NA
LG512,Detritus,1,0.003,NA
LG513,Detritus,1,0.001,NA
LG515,Detritus,1,0.001,NA
LG516,Detritus,1,0.001,NA
LG517,Detritus,1,0.001,NA
LG522,Detritus,1,0.001,NA
LG523,Detritus,1,0.005,NA
LG524,Detritus,1,0.001,NA
LG527,Detritus,1,0.001,NA
LG528,Detritus,1,0.003,NA
LG566,Detritus,1,0.001,NA
LG567,Detritus,1,0.001,NA
LG570,Detritus,1,0.001,NA
LG581,Detritus,1,0.001,NA
LG586,Detritus,1,0.001,NA
LG587,Detritus,1,0.001,NA
LG588,Detritus,1,0.001,NA
LG591,Detritus,1,0.001,NA
LG594,Detritus,1,0.001,NA
LG599,Detritus,1,0.001,NA
LG600,Detritus,1,0.005,NA
LG601,Detritus,1,0.001,NA
LG602,Detritus,1,0.001,NA
LG604,Detritus,1,0.001,NA
LG631,Detritus,1,0.003,NA
LG688,Detritus,1,0.001,NA
LG689,Detritus,1,0.001,NA
LG690,Detritus,1,0.001,NA
LG694,Detritus,1,0.001,NA
LG700,Detritus,1,0.001,NA
LG701,Detritus,1,0.001,NA
LG703,Detritus,1,0.001,NA
LG704,Detritus,1,0.001,NA
LG706,Detritus,1,0.001,NA
LG708,Detritus,1,0.001,NA
LG711,Detritus,1,0.001,NA
LG712,Detritus,1,0.001,NA
LG728,Detritus,1,0.001,NA
LG738,Detritus,1,0.001,NA
LG739,Detritus,1,0.001,NA
LG740,Detritus,1,0.001,NA
LG741,Detritus,1,0.001,NA
LG745,Detritus,1,0.001,NA
LG746,Detritus,1,0.001,NA
LG749,Detritus,1,0.005,NA
LG750,Detritus,1,0.001,NA
LG752,Detritus,1,0.001,NA
LG758,Detritus,1,0.001,NA
LG759,Detritus,1,0.001,NA
LG763,Detritus,1,0.001,NA
LG766,Detritus,1,0.001,NA
LG771,Detritus,1,0.001,NA
LG773,Detritus,1,0.001,NA
LG776,Detritus,1,0.001,NA
LG780,Detritus,1,0.001,NA
LG781,Detritus,1,0.001,NA
LG788,Detritus,1,0.001,NA
LG790,Detritus,1,0.005,NA
LG791,Detritus,1,0.005,NA
LG792,Detritus,1,0.005,NA
LG794,Detritus,1,0.001,NA
LG795,Detritus,1,0.005,NA
LG796,Detritus,1,0.001,NA
LG797,Detritus,1,0.005,NA
LG799,Detritus,1,0.001,NA
LG800,Detritus,1,0.001,NA
LG826,Detritus,1,0.001,NA
LG827,Detritus,1,0.001,NA
LG828,Detritus,1,0.001,NA
LG829,Detritus,1,0.001,NA
LG830,Detritus,1,0.001,NA
LG832,Detritus,1,0.001,NA
LG833,Detritus,1,0.001,NA
LG835,Detritus,1,0.005,NA
LG836,Detritus,1,0.001,NA
LG837,Detritus,1,0.001,NA
LG840,Detritus,1,0.001,NA
LG841,Detritus,1,0.001,NA
LG842,Detritus,1,0.001,NA
LG843,Detritus,1,0.005,NA
LG844,Detritus,1,0.001,NA
LG845,Detritus,1,0.001,NA
LG865,Detritus,1,0.001,NA
LG872,Detritus,1,0.001,NA
LG873,Detritus,1,0.001,NA
LG874,Detritus,1,0.001,NA
LG875,Detritus,1,0.001,NA
LG876,Detritus,1,0.001,NA
LG878,Detritus,1,0.001,NA
LG879,Detritus,1,0.001,NA
LG881,Detritus,1,0.001,NA
LG882,Detritus,1,0.001,NA
LG883,Detritus,1,0.001,NA
LG889,Detritus,1,0.001,NA
LG890,Detritus,1,0.001,NA
LG891,Detritus,1,0.001,NA
LG892,Detritus,1,0.001,NA
LG893,Detritus,1,0.001,NA
LG897,Detritus,1,0.001,NA
LG905,Detritus,1,0.001,NA
LG906,Detritus,1,0.001,NA
LG909,Detritus,1,0.001,NA
LG910,Detritus,1,0.001,NA
LG911,Detritus,1,0.001,NA
LG914,Detritus,1,0.001,NA
LG916,Detritus,1,0.001,NA
LMr102,Detritus,1,0.005,NA
LMr103,Detritus,1,0.01,NA
LMr104,Detritus,1,0.01,NA
LMr105,Detritus,1,0.005,NA
LMr106,Detritus,1,0.01,NA
LPu10,Detritus,1,0.01,NA
LPu13,Detritus,1,0.01,NA
LPu23,Detritus,1,0.03,NA
LPu26,Detritus,1,1.1,NA
LPu29,Detritus,1,0.05,NA
LPu30,Detritus,1,0.04,NA
CL03,Diptera,2,0.001,head capsules
CL04,Diptera,1,0.001,head capsules
MC10,Diptera,1,0.005,adult
AN03,Diptera,1,0.001,head capsule 
LL24,Diptera,11,0.12,parasitic worms
EE49,Diptera,1,0.005,whole animal
LS23,Diptera,4,0.01,adults
LS43,Diptera,3,0.01,adults
LS46,Diptera,4,0.01,adults
FC29,Diptera,1,0.01,NA
FC40,Diptera,1,0.005,adult
FC47,Diptera,1,0.01,NA
FC56,Diptera,1,0.001,adult; picture
FC59,Diptera,8,0.001,adults
FC91,Diptera,1,0.015,NA
FC112,Diptera,1,0.01,adult
LMr89,Diptera,1,0.001,adult
FC152,Diptera,1,0.001,NA
FC154,Diptera,1,0.001,NA
FC197,Diptera,1,0.001,NA
GH32,Diptera,1,0.001,head
GH34,Diptera,1,0.001,NA
GH35,Diptera,1,0.001,NA
GH37,Diptera,1,0.001,NA
GH46,Diptera,1,0.001,NA
GH47,Diptera,1,0.001,NA
GH96,Diptera,1,0.001,larvae
GH97,Diptera,1,0.05,NA
GH101,Diptera,1,0.001,NA
GH108,Diptera,1,0.005,NA
GH155,Diptera,1,0.01,adult
GH156,Diptera,2,0.001,NA
GH157,Diptera,1,0.005,NA
GH159,Diptera,3,0.005,NA
GH160,Diptera,2,0.001,NA
GH161,Diptera,4,0.005,NA
GH182,Diptera,2,0.001,NA
GH185,Diptera,2,0.001,NA
GH189,Diptera,5,0.1,NA
GH190,Diptera,2,0.001,NA
GH192,Diptera,4,0.001,NA
GH193,Diptera,2,0.001,NA
GH195,Diptera,2,0.001,NA
GH197,Diptera,3,0.001,NA
GH198,Diptera,3,0.001,NA
GH211,Diptera,3,0.001,NA
GH243,Diptera,2,0.001,NA
GH244,Diptera,3,0.005,NA
GH245,Diptera,1,0.005,NA
GH248,Diptera,2,0.001,NA
GH251,Diptera,1,0.005,NA
GH253,Diptera,1,0.005,NA
GH257,Diptera,1,0.001,NA
GH262,Diptera,1,0.01,NA
GH283,Diptera,2,0.015,NA
GH287,Diptera,14,0.05,NA
GH289,Diptera,15,0.02,NA
GH290,Diptera,4,0.005,NA
GH291,Diptera,3,0.005,NA
GH292,Diptera,9,0.01,NA
GH293,Diptera,17,0.03,NA
GH294,Diptera,4,0.001,NA
GH295,Diptera,5,0.001,NA
GH306,Diptera,1,0.001,NA
GH312,Diptera,1,0.01,NA
GH374,Diptera,1,0.001,NA
GH388,Diptera,3,0.005,NA
GH400,Diptera,2,0.001,NA
GH412,Diptera,1,0.001,NA
GH413,Diptera,3,0.01,NA
GH415,Diptera,21,0.01,NA
GH416,Diptera,2,0.001,NA
GH423,Diptera,2,0.005,1 adult; 1 larvae
GH431,Diptera,4,0.001,NA
GH432,Diptera,1,0.01,NA
GH438,Diptera,1,0.001,NA
GH442,Diptera,1,0.001,NA
GH447,Diptera,1,0.005,head only
GH449,Diptera,3,0.005,head only
GH496,Diptera,3,0.01,NA
GH498,Diptera,1,0.005,NA
GH501,Diptera,1,0.005,NA
GH502,Diptera,3,0.005,NA
GH504,Diptera,3,0.01,NA
GH511,Diptera,3,0.05,NA
GH512,Diptera,2,0.01,17 brown circles
GH519,Diptera,1,0.01,NA
GH531,Diptera,1,0.01,NA
GH535,Diptera,7,0.01,NA
GH540,Diptera,11,0.05,NA
GH543,Diptera,8,0.01,NA
GH546,Diptera,1,0.005,NA
GH551,Diptera,2,0.01,NA
GH552,Diptera,2,0.01,NA
GH561,Diptera,3,0.01,NA
GH563,Diptera,2,0.01,NA
GH575,Diptera,1,0.05,NA
GH576,Diptera,1,0.005,NA
GH579,Diptera,1,0.3,adult
GH584,Diptera,2,0.01,NA
GH587,Diptera,2,0.01,NA
GH631,Diptera,1,0.01,head and partial body
GH641,Diptera,2,0.01,NA
GH654,Diptera,2,0.1,NA
GH697,Diptera,1,0.01,NA
GH712,Diptera,1,0.05,NA
GH713,Diptera,2,0.5,NA
GH737,Diptera,1,0.01,NA
HM33,Diptera,1,0.05,NA
HM88,Diptera,2,0.01,NA
LL65,Diptera,1,0.04,parasitic worms
LG847,Diptera,1,0.005,NA
LG857,Diptera,1,0.005,NA
LG858,Diptera,1,0.001,NA
LG906,Diptera,2,0.001,NA
EA01,Elasomma evergladei,1,0.3,NA
