"","ID","MDS1","MDS2","size_class","Invasion_Status","Habitat","Season","Length","Wet_Weight"
"1516","...2614",-0.0334555728967667,0.409423751967267,"L_pun2","Pre-Invasion","Marsh","Wet",72.5,25.67
"1517","...2613",0.751252066965165,0.925100187226193,"L_pun2","Pre-Invasion","Marsh","Wet",72.5,25.67
"1518","...2612",-0.394797435641969,0.818936286024407,"L_pun2","Pre-Invasion","Marsh","Wet",72.5,25.67
"1519","...2611",0.382813596441566,0.645390179110204,"L_pun2","Pre-Invasion","Marsh","Wet",72.5,25.67
"1520","...2610",0.14176456535774,0.128427525969827,"L_pun2","Pre-Invasion","Marsh","Wet",72.5,25.67
"1521","...2609",-0.422381901452755,0.748771500085262,"L_pun2","Pre-Invasion","Marsh","Wet",72.5,25.67
"1522","...2608",-0.708850091330603,0.0725107788964208,"L_pun2","Pre-Invasion","Marsh","Wet",72.5,25.67
"1523","...2607",-0.299391039160724,0.405162658537406,"L_pun2","Pre-Invasion","Marsh","Wet",72.5,25.67
"1524","...2606",0.143262644312544,0.0425459850794462,"L_pun2","Pre-Invasion","Marsh","Wet",72.5,25.67
"1525","...2605",-1.41210279737458,0.073176766380396,"L_pun2","Pre-Invasion","Pond","Wet",40,2.47
"1526","...2604",0.482572934019721,0.195330007838297,"L_pun2","Pre-Invasion","Pond","Wet",41,2.95
"1527","...2603",-0.000569295368879586,0.476856266949939,"L_pun2","Pre-Invasion","Pond","Wet",60,7.8
"1528","...2602",-0.299391039160724,0.405162658537406,"L_pun2","Pre-Invasion","Pond","Wet",66,9.8
"1529","...2601",-0.889518419219903,1.06400086469493,"L_pun2","Pre-Invasion","Pond","Wet",89,24.5
"1530","...2600",-0.56782248919719,1.02077833869873,"L_pun2","Pre-Invasion","Pond","Wet",83,20.6
"1531","...2599",-0.812455139082932,1.07153630654348,"L_pun2","Pre-Invasion","Pond","Wet",79,17.1
"1532","...2598",-0.274636571423677,0.509188522327829,"L_pun2","Pre-Invasion","Pond","Wet",50,4
"1533","...2597",0.79775660193125,0.676764588012992,"L_pun2","Pre-Invasion","Pond","Wet",55,5.7
"1534","...2596",0.712352957911734,0.651689181683899,"L_pun2","Pre-Invasion","Pond","Wet",58,6.1
"1535","...2595",0.254783721384833,0.338308148473565,"L_pun1","Pre-Invasion","Marsh","Dry",38,1.82
"1536","...2594",-1.2347009455517,0.22059727912243,"L_pun1","Pre-Invasion","Marsh","Dry",99999,2.14
"1537","...2593",0.52392186326305,0.00292296421390614,"L_pun1","Pre-Invasion","Marsh","Dry",99999,1.18
"1538","...2592",0.333035069133369,-0.0544894284371342,"L_pun1","Pre-Invasion","Marsh","Dry",99999,2.45
"1539","...2591",0.525999932137856,0.109565095521469,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1540","...2590",0.475011295437427,-0.111380642425811,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1541","...2589",0.439559286427508,0.135584048209259,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1542","...2588",0.577975545082931,0.355194957397941,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1543","...2587",0.394877676261261,0.0419830844082944,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1544","...2586",0.643362311501006,0.195325625336812,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1545","...2585",0.579364310583517,0.0937776573408687,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1546","...2584",0.432461350132031,0.0517637566478043,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1547","...2583",0.62827067131771,0.160459053863239,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1548","...2582",0.336408848215105,-0.10699006502989,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1549","...2581",0.516423519828706,0.21352481761476,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1550","...2580",0.476317389638735,0.267053765100245,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1551","...2579",0.493100444961286,0.236407404119919,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1552","...2578",0.525324728550687,0.277148614594874,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1553","...2577",-0.335890655702826,0.465636527700993,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1554","...2576",0.537850094960411,0.581157991043722,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1555","...2575",0.548365020085418,0.113085993945263,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1556","...2574",0.345943663525056,-0.0199999389759951,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1557","...2573",0.84053380250795,0.346246399596247,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1558","...2572",0.661952591073812,0.463298472242337,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1559","...2571",0.255742788477402,-0.0976107606836349,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1560","...2570",0.507740802131293,0.0872472208611585,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1561","...2569",0.525587430913563,0.151910223025316,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1562","...2568",-0.708850091330603,0.0725107788964208,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1563","...2567",0.72360094455102,0.259145576256715,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1564","...2566",0.457931638156135,0.023436009026574,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1565","...2565",0.597025310291098,0.114614253881563,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1566","...2564",0.477978555810892,-0.102757843488486,"L_pun1","Pre-Invasion","Marsh","Dry",29,1.14
"1567","...2563",1.00781150197357,0.283004201108874,"L_pun1","Pre-Invasion","Marsh","Dry",38,2.07
"1568","...2562",0.300955191698194,-0.0317030699759322,"L_pun1","Pre-Invasion","Marsh","Dry",20,0.2
"1569","...2561",0.300761532065561,0.337317359437571,"L_pun1","Pre-Invasion","Pond","Dry",35.5,1.39
"1570","...2560",0.368880977608353,-0.00450192321276684,"L_pun1","Pre-Invasion","Marsh","Wet",20,0.22
"1571","...2559",0.824005121799464,0.458336747146984,"L_pun1","Pre-Invasion","Marsh","Wet",30.5,0.95
"1572","...2558",0.37148661522699,0.0494113140783448,"L_pun1","Pre-Invasion","Marsh","Wet",20,0.22
"1573","...2557",0.389273520200133,0.105988951170768,"L_pun1","Pre-Invasion","Marsh","Wet",27,0.6
"1574","...2556",0.254088469370956,-0.0100428387614548,"L_pun1","Pre-Invasion","Marsh","Wet",13,0.06
"1575","...2555",0.410864578317685,0.927498461538847,"L_pun1","Pre-Invasion","Marsh","Wet",39,1.84
"1576","...2554",-0.543516768645917,1.13252923274065,"L_pun1","Pre-Invasion","Marsh","Wet",36,1.53
"1577","...2553",0.463281086543712,0.0879746438218017,"L_pun1","Pre-Invasion","Marsh","Wet",33,1.18
"1578","...2552",-0.648420151841184,0.346455451754244,"L_pun1","Pre-Invasion","Marsh","Wet",24.5,0.53
"1579","...2551",0.341174714949042,0.0461591822919485,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1580","...2550",0.458901625675051,-0.0393190037061922,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1581","...2549",0.375107943833465,0.0810803753057281,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1582","...2548",0.346407317422004,0.0463345839739461,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1583","...2547",0.448339726644957,0.593371874532709,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1584","...2546",0.301778677802497,0.0906624075081123,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1585","...2545",0.426106713599905,0.116345877788927,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1586","...2544",0.585987915477372,0.171357782705107,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1587","...2543",0.38654164972986,0.0359992991424948,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1588","...2542",0.342367710265905,0.045427911772339,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1589","...2541",0.330731807968174,0.0402555997110199,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1590","...2540",0.562375514159702,0.0860970706248776,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1591","...2539",0.333512848590759,0.00570801326283094,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1592","...2538",0.364624894279703,0.0105050111911208,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1593","...2537",0.376244292083542,0.0374672720313481,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1594","...2536",0.294949569696321,0.0809895979981134,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1595","...2535",0.438547763867554,0.0659665584052209,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1596","...2534",0.369446809254678,0.0302865440185305,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1597","...2533",0.331395001267313,0.00426396589572096,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1598","...2532",0.342387536336971,0.0359752648942059,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1599","...2531",0.374576766315426,0.0686743970251191,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1600","...2530",0.396292369866597,0.0272616476347397,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1601","...2529",0.578496924399834,0.122463680566649,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1602","...2528",0.346035148814211,0.145367405192781,"L_pun1","Pre-Invasion","Marsh","Wet",25.8,0.61
"1603","...2527",-1.10810670006873,0.430846893247238,"L_pun1","Pre-Invasion","Pond","Wet",31,1.15
"1604","...2526",0.368874687894435,-0.0754521623115738,"L_pun1","Pre-Invasion","Pond","Wet",23.5,0.45
"1605","...2525",0.458039213911047,-0.144939900333641,"L_pun1","Pre-Invasion","Pond","Wet",28.5,0.9
"1606","...2524",0.340327926223846,-0.061730925496059,"L_pun1","Pre-Invasion","Pond","Wet",25,0.61
"1607","...2523",-0.286405029626242,-0.976991170071576,"L_pun1","Pre-Invasion","Pond","Wet",33,1.18
"1608","...2522",0.298559937803989,-0.027934359738338,"L_pun1","Pre-Invasion","Pond","Wet",27,0.7
"1609","...2521",0.143262644312544,0.0425459850794462,"L_pun1","Pre-Invasion","Pond","Wet",34,1.27
"1610","...2520",0.366391310658537,0.972054450643146,"L_pun1","Pre-Invasion","Pond","Wet",39,2.23
"1611","...2519",0.412580656264716,0.319785176552314,"L_pun1","Pre-Invasion","Pond","Wet",31,1.14
"1612","...2518",1.03528390743184,0.534080678783141,"L_pun1","Pre-Invasion","Pond","Wet",32.5,1.21
"1613","...2517",0.458039213911047,-0.144939900333641,"L_pun1","Pre-Invasion","Pond","Wet",26,0.6
"1614","...2516",0.229887404841635,0.399714669249118,"L_pun1","Pre-Invasion","Pond","Wet",34.5,1.54
"1615","...2515",0.274102564229962,-0.513625964402945,"L_pun1","Pre-Invasion","Pond","Wet",37.5,2.21
"1616","...2514",-0.307596936071244,0.194575434230288,"L_mic2","Pre-Invasion","Marsh","Wet",143,137.26
"1617","...2513",-0.2495207354654,0.276780418095276,"L_mic2","Pre-Invasion","Pond","Wet",141,123.41
"1618","...2512",-0.615494738479799,0.405499430083799,"L_mic2","Pre-Invasion","Pond","Wet",144,117.2
"1619","...2511",-0.307596936071244,0.194575434230288,"L_mic2","Pre-Invasion","Pond","Wet",115,45.862
"1620","...2510",-0.307596936071244,0.194575434230288,"L_mic2","Pre-Invasion","Pond","Wet",116,55.79
"1621","...2509",-0.307596936071244,0.194575434230288,"L_mic2","Pre-Invasion","Pond","Wet",132,82.586
"1622","...2508",-0.307596936071244,0.194575434230288,"L_mic2","Pre-Invasion","Pond","Wet",128,74.024
"1623","...2507",-0.307596936071244,0.194575434230288,"L_mic2","Pre-Invasion","Pond","Wet",135,104.264
"1624","...2506",-0.307596936071244,0.194575434230288,"L_mic2","Pre-Invasion","Pond","Wet",122,75.226
"1625","...2505",-0.307596936071244,0.194575434230288,"L_mic2","Pre-Invasion","Pond","Wet",101,39.026
"1626","...2504",-0.307596936071244,0.194575434230288,"L_mic2","Pre-Invasion","Pond","Wet",135,88.446
"1627","...2503",-0.307596936071244,0.194575434230288,"L_mic2","Pre-Invasion","Pond","Wet",134,94.136
"1628","...2502",-0.307596936071244,0.194575434230288,"L_mic2","Pre-Invasion","Pond","Wet",125,63.66
"1629","...2501",-0.307596936071244,0.194575434230288,"L_mic2","Pre-Invasion","Pond","Wet",138,94.156
"1630","...2500",-0.747461284890592,0.345992592468586,"L_mic2","Pre-Invasion","Pond","Wet",110,36.2
"1631","...2499",-0.367525449769387,-0.335684050991028,"L_mic2","Pre-Invasion","Pond","Wet",100,32.1
"1632","...2498",-0.307596936071244,0.194575434230288,"L_mic1","Pre-Invasion","Marsh","Dry",67,10.28
"1633","...2497",-0.678522720698364,0.0297972103237404,"L_mic1","Pre-Invasion","Pond","Dry",73,11.48
"1634","...2496",-0.708850091330603,0.0725107788964208,"L_mic1","Pre-Invasion","Pond","Dry",61,7.18
"1635","...2495",-1.24991589507329,0.556815143240946,"L_mic1","Pre-Invasion","Marsh","Wet",92.5,NA
"1636","...2494",-0.0248413427014484,0.404765152938392,"L_mic1","Pre-Invasion","Marsh","Wet",70,NA
"1637","...2493",-1.24991589507329,0.556815143240946,"L_mic1","Pre-Invasion","Marsh","Wet",91.5,NA
"1638","...2492",-1.17111126806061,0.35167076517675,"L_mic1","Pre-Invasion","Marsh","Wet",78,NA
"1639","...2491",0.482858727072142,0.399273098162008,"L_mic1","Pre-Invasion","Marsh","Wet",90,19.5
"1640","...2490",-1.24991589507329,0.556815143240946,"L_mic1","Pre-Invasion","Marsh","Wet",NA,NA
"1641","...2489",-0.456940843119924,0.299536375941869,"L_mic1","Pre-Invasion","Marsh","Wet",NA,NA
"1642","...2488",-1.03221659088969,0.663703187523162,"L_mic1","Pre-Invasion","Marsh","Wet",NA,NA
"1643","...2487",0.108130088591333,0.333223224818291,"L_mic1","Pre-Invasion","Marsh","Wet",47.5,3.5
"1644","...2486",-0.239342398799123,0.646963689202867,"L_mic1","Pre-Invasion","Marsh","Wet",78.5,16.11
"1645","...2485",-0.409429183457563,0.287110225316648,"L_mic1","Pre-Invasion","Pond","Wet",97,29.0387
"1646","...2484",0.0817247211201448,0.864763668329581,"L_mic1","Pre-Invasion","Pond","Wet",93,20.4
"1647","...2483",0.450367658222047,1.03583639281622,"L_mac1","Pre-Invasion","Marsh","Dry",76,17.38
"1648","...2482",0.145135175441466,0.519688602999579,"L_mac1","Pre-Invasion","Marsh","Dry",65,9.26
"1649","...2481",0.294179443583643,0.0602298722276347,"L_mac1","Pre-Invasion","Pond","Dry",44.5,2.58
"1650","...2480",0.82987099522915,0.196020643508425,"L_mac1","Pre-Invasion","Pond","Dry",64.6,7.56
"1651","...2479",-0.573397407447634,-0.33024849988466,"L_mac1","Pre-Invasion","Pond","Dry",73,14.49
"1652","...2478",0.917505527747655,0.338031528013816,"L_mac1","Pre-Invasion","Marsh","Wet",45.5,2.67
"1653","...2477",0.171868467690967,0.412499936151784,"L_mac1","Pre-Invasion","Pond","Wet",80,19.29
"1654","...2476",-1.01545019741174,-0.84237748101614,"L_mac1","Pre-Invasion","Pond","Wet",97,34.91
"1655","...2475",-0.420686256519848,0.954168983820314,"L_mac1","Pre-Invasion","Pond","Wet",93,28.04
"1656","...2474",-0.299391039160724,0.405162658537406,"L_mac1","Pre-Invasion","Pond","Wet",62,5.5548
"1657","...2473",0.296276962199478,-0.679313553359699,"L_mac1","Pre-Invasion","Pond","Wet",67,9.62
"1658","...2472",-0.0283733167234851,-1.09353200021823,"L_mac1","Pre-Invasion","Pond","Wet",73,12.3611
"1659","...2471",-0.573397407447634,-0.33024849988466,"L_mac1","Pre-Invasion","Pond","Wet",79,16.0051
"1660","...2470",-0.38902887528785,0.674443695628819,"L_mac1","Pre-Invasion","Pond","Wet",85,16.5476
"1661","...2469",0.248200159233765,0.145544243984912,"L_mac1","Pre-Invasion","Pond","Wet",80,13.0762
"1662","...2468",-1.41011523894076,-0.430500095375799,"L_mac1","Pre-Invasion","Pond","Wet",81,14.2543
"1663","...2467",0.97025522202469,-0.501312756926683,"L_mac1","Pre-Invasion","Pond","Wet",117,58.39
"1664","...2466",0.618134652906451,1.21885433654239,"L_mac1","Pre-Invasion","Pond","Wet",115,57.08
"1665","...2465",-0.694269896387751,-1.20627138941383,"L_mac1","Pre-Invasion","Pond","Wet",94,27.583
"1666","...2464",-0.536672475347816,-1.18358218022639,"L_mac1","Pre-Invasion","Pond","Wet",107,48.688
"1667","...2463",-0.784225009034385,-1.17565013576391,"L_mac1","Pre-Invasion","Pond","Wet",70,12.154
"1668","...2462",0.274102564229962,-0.513625964402945,"L_mac1","Pre-Invasion","Pond","Wet",75,18.1
"1669","...2461",0.0817247211201448,0.864763668329581,"L_mac1","Pre-Invasion","Pond","Wet",82,15.2
"1670","...2460",-0.024841342701449,0.404765152938393,"L_mac1","Pre-Invasion","Pond","Wet",70,8.9
"1671","...2459",0.211223708980769,0.595670628612628,"L_mac1","Pre-Invasion","Pond","Wet",73,10.7
"1672","...2458",0.446161760568728,0.375652791465963,"L_mac1","Pre-Invasion","Pond","Wet",83,14.7
"1673","...2457",0.133505318266131,0.0148583424352475,"L_mac1","Pre-Invasion","Pond","Wet",82,14
"1674","...2456",0.392916507831417,0.385460066107853,"L_mac1","Pre-Invasion","Pond","Wet",78,12.9
"1675","...2455",0.134161923238539,0.0228358216700545,"L_mac1","Pre-Invasion","Pond","Wet",85,16.4
"1676","...2454",-0.0248413427014493,0.404765152938392,"L_mac1","Pre-Invasion","Pond","Wet",66,7.5
"1677","...2453",0.50097035181116,0.348007180442715,"L_mac1","Pre-Invasion","Pond","Wet",78,12.5
"1678","...2452",0.67100220046756,0.251814143695241,"L_mac1","Pre-Invasion","Pond","Wet",64,6.5
"1679","...2451",0.846282949666189,-0.123055172701458,"L_mac1","Pre-Invasion","Pond","Wet",70,9
"1680","...2450",0.341930671416831,0.418696372259039,"L_mac1","Pre-Invasion","Pond","Wet",60,5.2
"1681","...2449",0.807002957283689,0.791209192740519,"L_mac1","Pre-Invasion","Pond","Wet",63,6
"1682","...2448",0.524980158557844,0.673367387396359,"L_mac1","Pre-Invasion","Pond","Wet",94,23
"1683","...2447",0.71429478238586,0.965359612943073,"L_mac1","Pre-Invasion","Pond","Wet",82,15.8
"1684","...2446",-0.343638146287619,1.11468652645624,"L_mac1","Pre-Invasion","Pond","Wet",97,27.5
"1685","...2445",-0.0197574903581998,1.12016545785819,"L_mac1","Pre-Invasion","Pond","Wet",67,8.2
"1686","...2444",-0.372107511169334,1.12123689325284,"L_mac1","Pre-Invasion","Pond","Wet",78,12.6
"1687","...2443",1.18444462941522,0.0683644992013294,"L_mac1","Pre-Invasion","Pond","Wet",74,9.9
"1688","...2442",1.00663882832738,0.469393272969479,"L_mac1","Pre-Invasion","Pond","Wet",77,8.9
"1689","...2441",-0.736142318036833,0.125568920896975,"L_gul4","Pre-Invasion","Marsh","Dry",127,70
"1690","...2440",-1.24991589507329,0.556815143240946,"L_gul4","Pre-Invasion","Marsh","Dry",120.5,82.77
"1691","...2439",-0.725628249617695,-0.208328470564909,"L_gul4","Pre-Invasion","Pond","Dry",136,98.29
"1692","...2438",-1.02317304871584,0.827656371028306,"L_gul4","Pre-Invasion","Pond","Dry",125.5,65.03
"1693","...2437",-0.573397407447634,-0.33024849988466,"L_gul4","Pre-Invasion","Pond","Dry",142,124.12
"1694","...2436",-0.708850091330603,0.0725107788964208,"L_gul4","Pre-Invasion","Pond","Dry",137,91.1
"1695","...2435",-0.708850091330603,0.0725107788964208,"L_gul4","Pre-Invasion","Pond","Dry",143,104.41
"1696","...2434",-0.648420151841184,0.346455451754244,"L_gul4","Pre-Invasion","Pond","Dry",130.5,81.95
"1697","...2433",-0.573397407447634,-0.33024849988466,"L_gul4","Pre-Invasion","Pond","Dry",132,86.38
"1698","...2432",-0.214250623194835,0.177369772901798,"L_gul4","Pre-Invasion","Pond","Dry",142,97.91
"1699","...2431",0.143262644312544,0.0425459850794462,"L_gul4","Pre-Invasion","Pond","Dry",131,74.51
"1700","...2430",-0.125592697804547,-0.928521103897218,"L_gul4","Pre-Invasion","Pond","Dry",139,97.05
"1701","...2429",0.340327926223846,-0.061730925496059,"L_gul4","Pre-Invasion","Pond","Dry",133,87.46
"1702","...2428",-0.573397407447634,-0.33024849988466,"L_gul4","Pre-Invasion","Pond","Dry",164,182
"1703","...2427",-0.573397407447634,-0.33024849988466,"L_gul4","Pre-Invasion","Pond","Dry",132,111.62
"1704","...2426",-0.573397407447634,-0.33024849988466,"L_gul4","Pre-Invasion","Pond","Dry",142,121
"1705","...2425",-1.07814410863035,0.355195939359483,"L_gul4","Pre-Invasion","Pond","Dry",121,75.11
"1706","...2424",-0.678522720698364,0.0297972103237404,"L_gul4","Pre-Invasion","Pond","Dry",126,74.41
"1707","...2423",-0.683163785551248,-0.0224465146168357,"L_gul4","Pre-Invasion","Marsh","Wet",149,160
"1708","...2422",-0.837414950932575,0.186340138131111,"L_gul4","Pre-Invasion","Pond","Wet",144,177.96
"1709","...2421",-0.648420151841184,0.346455451754244,"L_gul4","Pre-Invasion","Pond","Wet",0,181.575
"1710","...2420",-0.790346066630437,0.141164155371764,"L_gul4","Pre-Invasion","Pond","Wet",143,130.05
"1711","...2419",-0.722660961637414,0.0441607721605456,"L_gul4","Pre-Invasion","Pond","Wet",130,94.01
"1712","...2418",-1.24991589507329,0.556815143240946,"L_gul4","Pre-Invasion","Pond","Wet",137,120.71
"1713","...2417",-1.35714785507957,0.66319348384799,"L_gul4","Pre-Invasion","Pond","Wet",121,67.3
"1714","...2416",-1.24991589507329,0.556815143240946,"L_gul4","Pre-Invasion","Pond","Wet",130,73.8
"1715","...2415",-0.024841342701449,0.404765152938393,"L_gul4","Pre-Invasion","Pond","Wet",139,101.7
"1716","...2414",-0.648420151841184,0.346455451754244,"L_gul4","Pre-Invasion","Pond","Wet",121,70
"1717","...2413",-0.708850091330603,0.0725107788964208,"L_gul4","Pre-Invasion","Pond","Wet",128,79.9
"1718","...2412",-0.708850091330603,0.0725107788964208,"L_gul4","Pre-Invasion","Pond","Wet",133,83.2
"1719","...2411",-1.48656724812503,0.680526380851383,"L_gul4","Pre-Invasion","Pond","Wet",132,76.6
"1720","...2410",-0.718256094153968,-0.658149411096117,"L_gul4","Pre-Invasion","Pond","Wet",124,69.6
"1721","...2409",-0.367525449769387,-0.335684050991028,"L_gul4","Pre-Invasion","Pond","Wet",130,78.6
"1722","...2408",-0.852613922253168,0.129072129986213,"L_gul3","Pre-Invasion","Pond","Dry",98,48.56
"1723","...2407",-0.708850091330603,0.0725107788964208,"L_gul3","Pre-Invasion","Pond","Dry",98,49.6
"1724","...2406",-0.725628249617695,-0.20832847056491,"L_gul3","Pre-Invasion","Pond","Dry",105,46.22
"1725","...2405",-0.648420151841184,0.346455451754244,"L_gul3","Pre-Invasion","Pond","Dry",110,52.64
"1726","...2404",-0.708850091330603,0.0725107788964208,"L_gul3","Pre-Invasion","Pond","Dry",114,58.03
"1727","...2403",-0.648420151841184,0.346455451754244,"L_gul3","Pre-Invasion","Pond","Dry",114,60.31
"1728","...2402",0.143262644312544,0.0425459850794462,"L_gul3","Pre-Invasion","Pond","Dry",115,57.19
"1729","...2401",0.125269585410754,0.130382519047829,"L_gul3","Pre-Invasion","Pond","Dry",114,56.94
"1730","...2400",-0.990386098949117,1.07780675255381,"L_gul3","Pre-Invasion","Pond","Dry",113,45.74
"1731","...2399",-0.708850091330603,0.0725107788964208,"L_gul3","Pre-Invasion","Pond","Dry",96.5,38.63
"1732","...2398",-0.683163785551248,-0.0224465146168357,"L_gul3","Pre-Invasion","Pond","Dry",112,58.36
"1733","...2397",-0.708850091330603,0.0725107788964208,"L_gul3","Pre-Invasion","Pond","Dry",96,32.04
"1734","...2396",-0.832189174412289,0.163048959610798,"L_gul3","Pre-Invasion","Marsh","Wet",114,45.16
"1735","...2395",-0.928903904290268,0.206880965116155,"L_gul3","Pre-Invasion","Marsh","Wet",119,54.09
"1736","...2394",-1.17111126806061,0.35167076517675,"L_gul3","Pre-Invasion","Marsh","Wet",109,47.65
"1737","...2393",-0.648420151841184,0.346455451754244,"L_gul3","Pre-Invasion","Pond","Wet",102,47.6651
"1738","...2392",-1.02505001987811,0.196013053577921,"L_gul3","Pre-Invasion","Pond","Wet",109,50.719
"1739","...2391",-0.57490254603365,0.539765956017071,"L_gul3","Pre-Invasion","Pond","Wet",119,72.524
"1740","...2390",-1.00863242390171,0.213851911496734,"L_gul3","Pre-Invasion","Pond","Wet",101,36.5
"1741","...2389",-0.791607652206011,0.140837046789612,"L_gul3","Pre-Invasion","Pond","Wet",100,29.7
"1742","...2388",-0.989398036759599,0.522355013225986,"L_gul3","Pre-Invasion","Pond","Wet",96,26.7
"1743","...2387",-0.964957018353945,0.551841433953306,"L_gul3","Pre-Invasion","Pond","Wet",115,60.1
"1744","...2386",-0.880525346177348,0.997862341145486,"L_gul3","Pre-Invasion","Pond","Wet",104,40.5
"1745","...2385",-0.725628249617695,-0.20832847056491,"L_gul3","Pre-Invasion","Pond","Wet",106,42.3
"1746","...2384",-1.24991589507329,0.556815143240946,"L_gul3","Pre-Invasion","Pond","Wet",102,37.7
"1747","...2383",-1.00787042551149,0.252840383923062,"L_gul3","Pre-Invasion","Pond","Wet",104,41.1
"1748","...2382",-0.794718866234137,-0.0190759482180129,"L_gul3","Pre-Invasion","Pond","Wet",105,45.9
"1749","...2381",-0.648420151841184,0.346455451754244,"L_gul3","Pre-Invasion","Pond","Wet",97,29.3
"1750","...2380",-0.954062271871739,0.298165765826728,"L_gul3","Pre-Invasion","Pond","Wet",105,41.7
"1751","...2379",-1.24991589507329,0.556815143240946,"L_gul3","Pre-Invasion","Pond","Wet",108,46.7
"1752","...2378",-1.24991589507329,0.556815143240946,"L_gul3","Pre-Invasion","Pond","Wet",103,35.7
"1753","...2377",-1.10024312388292,1.06240950767348,"L_gul3","Pre-Invasion","Pond","Wet",111,45.1
"1754","...2376",-0.573397407447634,-0.33024849988466,"L_gul3","Pre-Invasion","Pond","Wet",115,50.4
"1755","...2375",-1.24991589507329,0.556815143240946,"L_gul3","Pre-Invasion","Pond","Wet",107,44.9
"1756","...2374",-1.24991589507329,0.556815143240946,"L_gul3","Pre-Invasion","Pond","Wet",106,47.6
"1757","...2373",-1.24991589507329,0.556815143240946,"L_gul3","Pre-Invasion","Pond","Wet",118,61.6
"1758","...2372",-0.367525449769387,-0.335684050991028,"L_gul3","Pre-Invasion","Pond","Wet",112,47.9
"1759","...2371",-0.708850091330603,0.0725107788964208,"L_gul3","Pre-Invasion","Pond","Wet",99,29
"1760","...2370",-1.24991589507329,0.556815143240946,"L_gul3","Pre-Invasion","Pond","Wet",104,45.1
"1761","...2369",-1.2347009455517,0.22059727912243,"L_gul3","Pre-Invasion","Pond","Wet",100,33
"1762","...2368",-0.676368622733701,-0.61465225706601,"L_gul3","Pre-Invasion","Pond","Wet",102,32.6
"1763","...2367",-1.24991589507329,0.556815143240946,"L_gul3","Pre-Invasion","Pond","Wet",109,35.4
"1764","...2366",-1.24991589507329,0.556815143240945,"L_gul3","Pre-Invasion","Pond","Wet",105,37
"1765","...2365",-1.049208814426,0.792555351205102,"L_gul3","Pre-Invasion","Pond","Wet",113,52.4
